model_key,model,concurrency_group,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,margin_ab,margin_ba,content_margin,position_margin,debiased_correct,content_tie,ab_first_choice,ba_first_choice
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7718,python,medium,0.821070803714332,-0.821070803714332,True,False,1.0,False,False,10.0,-4.75,7.375,2.625,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7719,python,medium,0.503760072987488,0.503760072987488,False,False,,True,False,3.0,1.5,0.75,2.25,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7720,python,medium,0.9944953780068224,0.9944953780068223,False,False,,True,False,7.5,0.75,3.375,4.125,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7721,python,medium,0.8751435366512372,-0.8751435366512372,True,False,1.0,False,False,8.75,-7.75,8.25,0.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7722,python,medium,0.6313937586284172,-0.6313937586284172,True,False,1.0,False,False,5.0,-2.25,3.625,1.375,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7723,python,medium,0.5174191795960454,0.5174191795960454,False,False,,True,False,2.75,1.0,0.875,1.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7724,python,medium,0.7756676215538735,-0.7756676215538735,False,False,,True,False,-3.0,-7.25,2.125,-5.125,False,False,False,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7725,python,medium,0.5392762772957668,0.5392762772957668,False,False,,True,False,7.0,2.0,2.5,4.5,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7726,python,medium,0.9934647462663182,0.9934647462663182,True,True,1.0,True,True,6.25,-0.5,3.375,2.875,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7727,python,medium,0.6713411595909553,-0.6713411595909553,False,False,,False,True,2.5,6.0,-1.75,4.25,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7728,python,medium,0.939189768498658,-0.939189768498658,False,False,,False,True,3.25,4.0,-0.375,3.625,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7729,python,medium,0.9155073736624612,0.9155073736624613,True,True,1.0,True,True,3.75,-5.5,4.625,-0.875,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7730,python,medium,0.5095577150886317,-0.5095577150886317,False,False,,True,False,-0.5,-4.0,1.75,-2.25,False,False,False,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7731,python,medium,0.6451550077025333,-0.6451550077025333,False,False,,False,True,1.75,10.0,-4.125,5.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7732,python,medium,0.5160211885970634,-0.5160211885970634,False,False,,False,True,3.0,4.75,-0.875,3.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7733,python,medium,0.6409035435184688,0.6409035435184688,True,False,-1.0,False,False,-6.0,1.75,-3.875,-2.125,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7734,python,medium,0.6848852838660984,0.6848852838660984,True,True,1.0,True,True,8.25,-4.0,6.125,2.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7735,python,medium,0.9089457904362528,0.9089457904362528,True,True,1.0,True,True,6.0,-1.0,3.5,2.5,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7736,python,medium,0.6055994050946568,-0.6055994050946568,False,False,,False,True,8.75,6.25,1.25,7.5,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7737,python,medium,0.7850097491411894,-0.7850097491411894,True,True,-1.0,True,True,-8.25,6.75,-7.5,-0.75,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7738,python,medium,0.5757277123552913,-0.5757277123552913,True,False,1.0,False,False,9.75,-6.75,8.25,1.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7739,python,medium,0.7764627810456002,-0.7764627810456002,True,True,-1.0,True,True,-9.25,9.5,-9.375,0.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7740,python,medium,0.7264277476737784,0.7264277476737784,True,False,-1.0,False,False,-7.75,9.75,-8.75,1.0,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7741,python,medium,0.6233516033440815,-0.6233516033440815,True,True,-1.0,True,True,-8.5,6.5,-7.5,-1.0,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7742,python,medium,0.5843685845271975,0.5843685845271975,True,True,1.0,True,True,9.0,-2.75,5.875,3.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7743,python,medium,0.6983136866859131,-0.6983136866859131,True,False,1.0,False,False,1.75,-4.5,3.125,-1.375,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7744,python,medium,0.9101892623880972,0.9101892623880972,True,False,-1.0,False,False,-6.25,3.5,-4.875,-1.375,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7745,python,medium,0.8322294840450257,-0.8322294840450257,True,False,1.0,False,False,10.25,-9.25,9.75,0.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7746,python,medium,0.7732954837248829,0.7732954837248829,True,False,-1.0,False,False,-7.25,3.25,-5.25,-2.0,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7747,python,medium,0.9983481976743978,-0.9983481976743978,True,False,1.0,False,False,3.25,-4.25,3.75,-0.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7748,python,medium,0.8198574164567535,-0.8198574164567535,False,False,,False,True,5.5,3.0,1.25,4.25,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7749,python,medium,0.7544330577994423,-0.7544330577994423,True,True,-1.0,True,True,-8.5,6.75,-7.625,-0.875,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7750,python,medium,0.6788141802806716,0.6788141802806716,False,False,,True,False,3.5,7.75,-2.125,5.625,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7751,python,medium,0.7523808788028046,-0.7523808788028046,True,True,-1.0,True,True,-10.25,8.5,-9.375,-0.875,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7752,python,medium,0.7505959367321653,-0.7505959367321653,True,True,-1.0,True,True,-5.0,6.75,-5.875,0.875,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7753,python,medium,0.6864433898279659,0.6864433898279659,True,True,1.0,True,True,4.5,-6.75,5.625,-1.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7754,python,medium,0.6954539058991788,-0.6954539058991788,False,False,,False,True,5.0,7.75,-1.375,6.375,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7755,python,medium,0.7340347947633309,0.7340347947633309,True,False,-1.0,False,False,-7.25,8.5,-7.875,0.625,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7756,python,medium,0.6990484507097731,0.6990484507097731,True,True,1.0,True,True,6.75,-7.25,7.0,-0.25,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7757,python,medium,0.6490970809291527,0.6490970809291527,True,True,1.0,True,True,11.25,-9.5,10.375,0.875,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7758,python,medium,0.8168008679412511,0.8168008679412511,True,False,-1.0,False,False,-8.5,4.75,-6.625,-1.875,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7759,python,medium,0.5833793376278311,0.5833793376278311,True,True,1.0,True,True,6.5,-5.0,5.75,0.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7760,python,medium,0.6790794091540584,-0.6790794091540584,True,False,1.0,False,False,8.5,-6.0,7.25,1.25,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7761,python,medium,0.9993481953527787,-0.9993481953527787,False,False,,False,True,4.0,0.5,1.75,2.25,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7762,python,medium,0.7064809939198102,-0.7064809939198102,True,True,-1.0,True,True,-8.5,11.0,-9.75,1.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7763,python,medium,0.9522525756778628,0.9522525756778629,True,False,-1.0,False,False,-5.75,4.0,-4.875,-0.875,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7764,python,medium,0.7274953132541262,-0.7274953132541262,False,False,,False,True,11.0,7.75,1.625,9.375,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7765,python,medium,0.5838393645950871,0.5838393645950871,True,False,-1.0,False,False,-8.25,8.5,-8.375,0.125,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7766,python,medium,0.819261839092052,-0.819261839092052,False,False,,False,True,1.25,2.5,-0.625,1.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7767,python,medium,0.5202060776957822,0.5202060776957822,True,True,1.0,True,True,10.5,-6.75,8.625,1.875,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7768,python,medium,0.7627537630603798,0.7627537630603798,False,False,,True,False,6.75,4.0,1.375,5.375,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7769,python,medium,0.6681122398388114,-0.6681122398388114,True,True,-1.0,True,True,-8.0,7.75,-7.875,-0.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7770,python,medium,0.8782752263030869,-0.8782752263030869,False,False,,False,True,3.0,6.0,-1.5,4.5,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7771,python,medium,0.9650999176855704,-0.9650999176855704,True,True,-1.0,True,True,-2.75,6.25,-4.5,1.75,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7772,python,medium,0.6866325683025241,-0.6866325683025241,True,True,-1.0,True,True,-9.25,8.0,-8.625,-0.625,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7773,python,medium,0.8655866424346659,0.8655866424346659,True,False,-1.0,False,False,-1.25,6.25,-3.75,2.5,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7774,python,medium,0.6389882229823898,0.6389882229823898,True,False,-1.0,False,False,-5.0,5.5,-5.25,0.25,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7775,python,medium,0.5970514776304062,-0.5970514776304062,True,True,-1.0,True,True,-1.75,5.75,-3.75,2.0,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7776,python,medium,0.7886248195289494,0.7886248195289494,True,False,-1.0,False,False,-0.25,7.0,-3.625,3.375,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7777,python,medium,0.5098858358150054,-0.5098858358150054,True,True,-1.0,True,True,-4.25,7.25,-5.75,1.5,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7778,python,medium,0.8124273690560467,0.8124273690560467,False,False,,True,False,5.0,4.25,0.375,4.625,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7779,python,medium,0.8105946385296527,0.8105946385296527,True,False,-1.0,False,False,-6.75,7.5,-7.125,0.375,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7780,python,medium,0.5113395885190068,-0.5113395885190068,False,False,,False,True,3.0,1.25,0.875,2.125,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7781,python,medium,0.8997412997536294,-0.8997412997536294,True,True,-1.0,True,True,-5.5,1.25,-3.375,-2.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7782,python,medium,0.6456721316392291,0.6456721316392291,True,True,1.0,True,True,3.75,-1.0,2.375,1.375,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7783,python,medium,0.5164941329707198,0.5164941329707198,True,False,-1.0,False,False,-7.25,8.0,-7.625,0.375,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7784,python,medium,0.8149572044985322,0.8149572044985322,True,True,1.0,True,True,8.25,-8.0,8.125,0.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7785,python,medium,0.9151441139124322,-0.9151441139124322,True,True,-1.0,True,True,-2.25,0.0,-1.125,-1.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7786,python,medium,0.8674934941060982,0.8674934941060982,True,True,1.0,True,True,7.25,-8.5,7.875,-0.625,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7787,python,medium,0.6382505893191981,0.6382505893191981,True,False,-1.0,False,False,-9.0,2.75,-5.875,-3.125,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7788,python,medium,0.5869314194617318,0.5869314194617318,True,True,1.0,True,True,8.25,-7.5,7.875,0.375,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7789,python,medium,0.782386053455557,-0.782386053455557,True,False,1.0,False,False,9.5,-7.5,8.5,1.0,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7790,python,medium,0.6753910987527968,-0.6753910987527968,False,False,,False,True,5.5,7.25,-0.875,6.375,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7791,python,medium,0.8531452854008815,0.8531452854008815,False,False,,False,True,-6.75,-4.0,-1.375,-5.375,False,False,False,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7792,python,medium,0.5298669676816734,0.5298669676816734,True,False,-1.0,False,False,-8.0,5.0,-6.5,-1.5,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7793,python,medium,0.8485031847334912,0.8485031847334912,False,False,,False,True,-4.25,-2.75,-0.75,-3.5,False,False,False,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7794,python,medium,0.8243095738240973,-0.8243095738240973,True,True,-1.0,True,True,-5.75,9.5,-7.625,1.875,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7795,python,medium,0.6097167693576722,0.6097167693576722,True,False,-1.0,False,False,-0.25,2.25,-1.25,1.0,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7796,python,medium,0.6071186580420664,0.6071186580420664,True,False,-1.0,False,False,-9.0,6.75,-7.875,-1.125,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7797,python,medium,0.7752720560462473,-0.7752720560462473,True,True,-1.0,True,True,-3.0,8.0,-5.5,2.5,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7798,python,medium,0.8268233676786264,-0.8268233676786264,True,False,1.0,False,False,10.25,-5.5,7.875,2.375,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7799,python,medium,0.8501286697617165,-0.8501286697617165,True,True,-1.0,True,True,-8.0,5.75,-6.875,-1.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7800,python,medium,0.7458163826730875,-0.7458163826730875,False,False,,False,True,4.5,7.25,-1.375,5.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7801,python,medium,0.6590748589612219,-0.6590748589612219,True,True,-1.0,True,True,-1.0,7.0,-4.0,3.0,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7802,python,medium,0.9471274713750903,-0.9471274713750903,True,False,1.0,False,False,4.75,-6.75,5.75,-1.0,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7803,python,medium,0.9821952510014218,0.9821952510014218,True,True,1.0,True,True,8.75,-8.5,8.625,0.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7804,python,medium,0.9853909580689189,0.9853909580689189,False,False,,True,False,4.75,4.75,0.0,4.75,False,True,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7805,python,medium,0.7060886047270004,-0.7060886047270004,False,False,,True,False,-8.5,-3.25,-2.625,-5.875,True,False,False,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7806,python,medium,0.5910759473312971,0.5910759473312971,True,True,1.0,True,True,0.5,-2.0,1.25,-0.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7807,python,medium,0.9998365350344912,0.9998365350344913,True,False,-1.0,False,False,-8.0,8.0,-8.0,0.0,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7808,python,medium,0.5239664412705938,-0.5239664412705938,True,True,-1.0,True,True,-2.0,8.75,-5.375,3.375,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7809,python,medium,0.5321783057272166,-0.5321783057272166,True,False,1.0,False,False,9.25,-7.5,8.375,0.875,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7810,python,medium,0.7347898590875838,-0.7347898590875838,True,False,1.0,False,False,4.0,-7.0,5.5,-1.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7811,python,medium,0.7351458009956964,0.7351458009956964,True,False,-1.0,False,False,-7.25,0.0,-3.625,-3.625,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7812,python,medium,0.6102473858973421,-0.6102473858973421,True,True,-1.0,True,True,-7.5,3.25,-5.375,-2.125,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7813,python,medium,0.6409035435184688,-0.6409035435184688,True,False,1.0,False,False,7.0,-1.0,4.0,3.0,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7814,python,medium,0.5813297086229954,0.5813297086229954,True,True,1.0,True,True,7.25,-7.75,7.5,-0.25,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7815,python,medium,0.8179264933917441,-0.8179264933917441,True,True,-1.0,True,True,-2.0,1.5,-1.75,-0.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7816,python,medium,0.8738883790158778,0.8738883790158778,True,True,1.0,True,True,11.75,-8.25,10.0,1.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7817,python,medium,0.8407391033045574,0.8407391033045574,True,True,1.0,True,True,4.75,-7.25,6.0,-1.25,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7818,python,medium,0.7994792479779793,-0.7994792479779793,True,False,1.0,False,False,10.0,-3.75,6.875,3.125,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7819,python,medium,0.7260409110170862,-0.7260409110170862,False,False,,False,True,5.25,8.25,-1.5,6.75,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7820,python,medium,0.7452451772681652,-0.7452451772681652,True,True,-1.0,True,True,-9.0,8.5,-8.75,-0.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7821,python,medium,0.7348900464386682,0.7348900464386682,True,False,-1.0,False,False,-11.25,10.5,-10.875,-0.375,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7822,python,medium,0.949376557866232,0.949376557866232,False,False,,True,False,6.5,8.0,-0.75,7.25,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7823,python,medium,0.5939522293134432,-0.5939522293134432,True,False,1.0,False,False,4.0,-2.5,3.25,0.75,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7824,python,medium,0.7664770569875956,-0.7664770569875956,True,True,-1.0,True,True,-5.0,9.75,-7.375,2.375,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7825,python,medium,0.8446694681772956,-0.8446694681772956,True,True,-1.0,True,True,-7.5,9.25,-8.375,0.875,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7826,python,medium,0.9127922876460188,0.9127922876460187,False,False,,True,False,2.5,7.5,-2.5,5.0,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7827,python,medium,0.6027618252205127,-0.6027618252205127,True,False,1.0,False,False,6.5,-4.75,5.625,0.875,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7828,python,medium,0.8710529154023412,-0.8710529154023412,True,True,-1.0,True,True,-0.75,7.25,-4.0,3.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7829,python,medium,0.7087713274602454,0.7087713274602454,True,True,1.0,True,True,7.0,-4.75,5.875,1.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7830,python,medium,0.6570806348657341,-0.6570806348657341,True,True,-1.0,True,True,-9.0,8.5,-8.75,-0.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7831,python,medium,0.640966714623784,-0.640966714623784,True,False,1.0,False,False,3.5,-3.75,3.625,-0.125,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7832,python,medium,0.7135426846367149,-0.7135426846367149,False,False,,False,True,1.75,1.75,0.0,1.75,False,True,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7833,python,medium,0.9899666120672864,0.9899666120672865,True,True,1.0,True,True,7.25,-3.75,5.5,1.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7834,python,medium,0.6823142834837497,0.6823142834837497,True,True,1.0,True,True,11.0,-8.0,9.5,1.5,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7835,python,medium,0.9364750868296056,0.9364750868296055,True,False,-1.0,False,False,-4.75,5.25,-5.0,0.25,False,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7836,python,medium,0.5524496554934705,0.5524496554934705,True,True,1.0,True,True,7.5,-3.75,5.625,1.875,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7837,python,medium,0.8245336109262091,0.8245336109262091,True,True,1.0,True,True,10.0,-7.0,8.5,1.5,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7838,python,medium,0.9412529538845354,0.9412529538845354,True,True,1.0,True,True,0.0,-7.5,3.75,-3.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7839,python,medium,0.8146080092346523,-0.8146080092346523,True,False,1.0,False,False,5.25,-1.5,3.375,1.875,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7840,python,medium,0.630605631981252,0.630605631981252,True,True,1.0,True,True,7.75,-5.75,6.75,1.0,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7841,python,medium,0.7829216636823761,-0.7829216636823761,True,False,1.0,False,False,7.25,-3.25,5.25,2.0,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7842,python,medium,0.7766645947985571,-0.7766645947985571,False,False,,False,True,4.25,3.25,0.5,3.75,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7843,python,medium,0.9301429506159564,-0.9301429506159564,True,False,1.0,False,False,10.25,-5.25,7.75,2.5,False,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7844,python,medium,0.6048011726023634,0.6048011726023634,True,True,1.0,True,True,8.5,-7.0,7.75,0.75,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7845,python,medium,0.815099828046976,-0.815099828046976,True,True,-1.0,True,True,-9.5,7.0,-8.25,-1.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7846,python,medium,0.6345261674109727,0.6345261674109727,True,True,1.0,True,True,4.25,-3.0,3.625,0.625,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7847,python,medium,0.916235092969636,-0.9162350929696361,True,True,-1.0,True,True,-5.0,4.5,-4.75,-0.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7848,python,medium,0.5413060864631993,0.5413060864631993,True,True,1.0,True,True,9.25,-5.0,7.125,2.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7849,python,medium,0.631295609040825,-0.631295609040825,False,False,,False,True,3.5,4.25,-0.375,3.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7850,python,medium,0.6012391778283525,-0.6012391778283525,False,False,,False,True,0.5,7.75,-3.625,4.125,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7851,python,medium,0.734691586317364,-0.734691586317364,True,True,-1.0,True,True,-0.5,1.0,-0.75,0.25,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7852,python,medium,0.5202060776957822,0.5202060776957822,True,True,1.0,True,True,7.75,-8.0,7.875,-0.125,True,False,True,False
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7853,python,medium,0.780629164078408,-0.780629164078408,True,True,-1.0,True,True,-6.25,6.25,-6.25,0.0,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7854,python,medium,0.8677665002787922,-0.8677665002787922,True,True,-1.0,True,True,-8.25,9.25,-8.75,0.5,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7855,python,medium,0.8179264933917441,0.8179264933917441,False,False,,True,False,6.0,1.75,2.125,3.875,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7856,python,medium,0.6147329372717265,-0.6147329372717265,True,True,-1.0,True,True,-7.75,8.75,-8.25,0.5,True,False,False,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7857,python,medium,0.887144058407128,-0.887144058407128,False,False,,False,True,2.75,4.5,-0.875,3.625,True,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7858,python,medium,0.79025888421805,0.79025888421805,False,False,,True,False,1.5,6.0,-2.25,3.75,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7859,python,medium,0.6390082148870082,0.6390082148870082,False,False,,True,False,0.25,6.5,-3.125,3.375,False,False,True,True
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_7860,python,medium,0.5246384132054049,-0.5246384132054049,True,True,-1.0,True,True,-2.5,8.25,-5.375,2.875,True,False,False,True
