system,language,pair_id,difficulty,abs_z_diff,snippet_i,snippet_j,human_preference,selected_AB,selected_BA,parsed_choice_AB,parsed_choice_BA,margin_AB,margin_BA,valid,valid_correct,c,b,tie_c,boundary,d_selected,d_correct,ab_correct,ocr_correct
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07772,medium,0.6866325683025241,dorn_python_013,dorn_python_102,dorn_python_102,dorn_python_013,dorn_python_013,A,B,0.125,-0.375,True,False,0.25,-0.125,False,False,dorn_python_013,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07773,medium,0.8655866424346651,dorn_python_021,dorn_python_069,dorn_python_021,dorn_python_069,dorn_python_021,B,B,-1.125,-2.875,False,False,0.875,-2.0,False,False,dorn_python_021,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07774,medium,0.638988222982389,dorn_python_066,dorn_python_105,dorn_python_066,dorn_python_105,dorn_python_066,B,B,-0.125,-0.5,False,False,0.1875,-0.3125,False,False,dorn_python_066,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07775,medium,0.597051477630406,dorn_python_032,dorn_python_063,dorn_python_063,dorn_python_063,dorn_python_032,B,B,-1.125,-1.125,False,False,0.0,-1.125,True,False,,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07776,medium,0.788624819528949,dorn_python_048,dorn_python_091,dorn_python_048,dorn_python_091,dorn_python_048,B,B,-0.375,-1.25,False,False,0.4375,-0.8125,False,False,dorn_python_048,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07777,medium,0.509885835815005,dorn_python_096,dorn_python_114,dorn_python_114,dorn_python_114,dorn_python_096,B,B,-1.625,-0.25,False,False,-0.6875,-0.9375,False,False,dorn_python_114,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07778,medium,0.8124273690560461,dorn_python_073,dorn_python_100,dorn_python_073,dorn_python_100,dorn_python_073,B,B,-1.75,-1.25,False,False,-0.25,-1.5,False,False,dorn_python_100,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07779,medium,0.8105946385296521,dorn_python_017,dorn_python_023,dorn_python_017,dorn_python_023,dorn_python_017,B,B,-1.125,-0.125,False,False,-0.5,-0.625,False,False,dorn_python_023,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07780,medium,0.5113395885190061,dorn_python_013,dorn_python_049,dorn_python_049,dorn_python_049,dorn_python_013,B,B,-0.375,-1.5,False,False,0.5625,-0.9375,False,False,dorn_python_013,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07781,medium,0.899741299753629,dorn_python_006,dorn_python_013,dorn_python_013,dorn_python_013,dorn_python_013,B,A,-0.75,0.0,True,True,-0.375,-0.375,False,True,dorn_python_013,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07782,medium,0.6456721316392291,dorn_python_066,dorn_python_090,dorn_python_066,dorn_python_090,dorn_python_066,B,B,-0.5,-0.875,False,False,0.1875,-0.6875,False,False,dorn_python_066,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07783,medium,0.516494132970719,dorn_python_083,dorn_python_091,dorn_python_083,dorn_python_091,dorn_python_083,B,B,-0.625,-0.875,False,False,0.125,-0.75,False,False,dorn_python_083,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07784,medium,0.814957204498532,dorn_python_022,dorn_python_032,dorn_python_022,dorn_python_032,dorn_python_022,B,B,-0.25,-0.625,False,False,0.1875,-0.4375,False,False,dorn_python_022,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07785,medium,0.9151441139124321,dorn_python_017,dorn_python_052,dorn_python_052,dorn_python_052,dorn_python_017,B,B,-0.75,-0.5,False,False,-0.125,-0.625,False,False,dorn_python_052,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07786,medium,0.8674934941060981,dorn_python_073,dorn_python_110,dorn_python_073,dorn_python_110,dorn_python_073,B,B,-0.125,-0.625,False,False,0.25,-0.375,False,False,dorn_python_073,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07787,medium,0.6382505893191981,dorn_python_004,dorn_python_099,dorn_python_004,dorn_python_099,dorn_python_004,B,B,-0.625,-0.5,False,False,-0.0625,-0.5625,False,False,dorn_python_099,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07788,medium,0.586931419461731,dorn_python_050,dorn_python_111,dorn_python_050,dorn_python_111,dorn_python_050,B,B,-0.625,-0.75,False,False,0.0625,-0.6875,False,False,dorn_python_050,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07789,medium,0.782386053455557,dorn_python_003,dorn_python_052,dorn_python_052,dorn_python_052,dorn_python_003,B,B,-0.75,-0.625,False,False,-0.0625,-0.6875,False,False,dorn_python_052,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07790,medium,0.675391098752796,dorn_python_009,dorn_python_063,dorn_python_063,dorn_python_063,dorn_python_009,B,B,-1.5,-0.875,False,False,-0.3125,-1.1875,False,False,dorn_python_063,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07791,medium,0.8531452854008811,dorn_python_011,dorn_python_051,dorn_python_011,dorn_python_051,dorn_python_011,B,B,-1.5,-2.75,False,False,0.625,-2.125,False,False,dorn_python_011,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07792,medium,0.5298669676816731,dorn_python_051,dorn_python_070,dorn_python_051,dorn_python_070,dorn_python_051,B,B,-0.125,-0.125,False,False,0.0,-0.125,True,False,,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07793,medium,0.8485031847334911,dorn_python_042,dorn_python_070,dorn_python_042,dorn_python_070,dorn_python_042,B,B,-1.125,-0.875,False,False,-0.125,-1.0,False,False,dorn_python_070,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07794,medium,0.8243095738240971,dorn_python_008,dorn_python_060,dorn_python_060,dorn_python_060,dorn_python_008,B,B,-0.75,-1.25,False,False,0.25,-1.0,False,False,dorn_python_008,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07795,medium,0.609716769357672,dorn_python_049,dorn_python_070,dorn_python_049,dorn_python_070,dorn_python_049,B,B,-1.625,-0.5,False,False,-0.5625,-1.0625,False,False,dorn_python_070,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07796,medium,0.607118658042066,dorn_python_053,dorn_python_074,dorn_python_053,dorn_python_074,dorn_python_053,B,B,-1.125,-0.75,False,False,-0.1875,-0.9375,False,False,dorn_python_074,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07797,medium,0.775272056046247,dorn_python_026,dorn_python_069,dorn_python_069,dorn_python_069,dorn_python_026,B,B,-1.25,-0.375,False,False,-0.4375,-0.8125,False,False,dorn_python_069,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07798,medium,0.8268233676786261,dorn_python_037,dorn_python_075,dorn_python_075,dorn_python_075,dorn_python_037,B,B,-0.375,-2.0,False,False,0.8125,-1.1875,False,False,dorn_python_037,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07799,medium,0.8501286697617161,dorn_python_006,dorn_python_074,dorn_python_074,dorn_python_074,dorn_python_006,B,B,-0.125,-0.25,False,False,0.0625,-0.1875,False,False,dorn_python_006,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07800,medium,0.745816382673087,dorn_python_007,dorn_python_090,dorn_python_090,dorn_python_007,dorn_python_090,A,A,0.0,0.125,False,False,-0.0625,0.0625,False,True,dorn_python_090,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07801,medium,0.6590748589612211,dorn_python_016,dorn_python_065,dorn_python_065,dorn_python_065,dorn_python_016,B,B,-1.5,-0.625,False,False,-0.4375,-1.0625,False,False,dorn_python_065,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07802,medium,0.9471274713750901,dorn_python_023,dorn_python_062,dorn_python_062,dorn_python_062,dorn_python_023,B,B,-0.25,-0.25,False,False,0.0,-0.25,True,False,,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07803,medium,0.982195251001421,dorn_python_010,dorn_python_013,dorn_python_010,dorn_python_013,dorn_python_010,B,B,-1.125,-0.375,False,False,-0.375,-0.75,False,False,dorn_python_013,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07804,medium,0.9853909580689181,dorn_python_048,dorn_python_078,dorn_python_048,dorn_python_078,dorn_python_048,B,B,-0.125,-1.125,False,False,0.5,-0.625,False,False,dorn_python_048,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07805,medium,0.7060886047270001,dorn_python_018,dorn_python_027,dorn_python_027,dorn_python_027,dorn_python_018,B,B,-1.0,-0.875,False,False,-0.0625,-0.9375,False,False,dorn_python_027,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07806,medium,0.5910759473312971,dorn_python_011,dorn_python_075,dorn_python_011,dorn_python_075,dorn_python_011,B,B,-1.375,-2.375,False,False,0.5,-1.875,False,False,dorn_python_011,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07807,medium,0.9998365350344911,dorn_python_000,dorn_python_085,dorn_python_000,dorn_python_085,dorn_python_000,B,B,-1.25,-0.375,False,False,-0.4375,-0.8125,False,False,dorn_python_085,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07808,medium,0.523966441270593,dorn_python_020,dorn_python_037,dorn_python_037,dorn_python_037,dorn_python_020,B,B,-1.25,-0.5,False,False,-0.375,-0.875,False,False,dorn_python_037,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07809,medium,0.532178305727216,dorn_python_037,dorn_python_068,dorn_python_068,dorn_python_037,dorn_python_037,A,B,0.0,-1.0,True,False,0.5,-0.5,False,True,dorn_python_037,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07810,medium,0.7347898590875831,dorn_python_020,dorn_python_026,dorn_python_026,dorn_python_026,dorn_python_020,B,B,-0.25,-0.125,False,False,-0.0625,-0.1875,False,False,dorn_python_026,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07811,medium,0.735145800995696,dorn_python_027,dorn_python_057,dorn_python_027,dorn_python_057,dorn_python_027,B,B,-0.5,-1.875,False,False,0.6875,-1.1875,False,False,dorn_python_027,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07812,medium,0.6102473858973421,dorn_python_026,dorn_python_041,dorn_python_041,dorn_python_026,dorn_python_041,A,A,0.25,0.0,False,False,0.125,0.125,False,True,dorn_python_026,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07813,medium,0.640903543518468,dorn_python_007,dorn_python_118,dorn_python_118,dorn_python_118,dorn_python_007,B,B,-0.125,-0.375,False,False,0.125,-0.25,False,False,dorn_python_007,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07814,medium,0.581329708622995,dorn_python_054,dorn_python_104,dorn_python_054,dorn_python_104,dorn_python_054,B,B,-1.25,-0.125,False,False,-0.5625,-0.6875,False,False,dorn_python_104,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07815,medium,0.8179264933917441,dorn_python_004,dorn_python_042,dorn_python_042,dorn_python_042,dorn_python_004,B,B,-1.375,-0.375,False,False,-0.5,-0.875,False,False,dorn_python_042,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07816,medium,0.873888379015877,dorn_python_060,dorn_python_118,dorn_python_060,dorn_python_118,dorn_python_060,B,B,-1.25,-0.625,False,False,-0.3125,-0.9375,False,False,dorn_python_118,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07817,medium,0.840739103304557,dorn_python_014,dorn_python_111,dorn_python_014,dorn_python_111,dorn_python_014,B,B,-1.875,-1.0,False,False,-0.4375,-1.4375,False,False,dorn_python_111,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07818,medium,0.7994792479779791,dorn_python_036,dorn_python_062,dorn_python_062,dorn_python_062,dorn_python_036,B,B,-0.75,-1.0,False,False,0.125,-0.875,False,False,dorn_python_036,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07819,medium,0.726040911017086,dorn_python_040,dorn_python_089,dorn_python_089,dorn_python_089,dorn_python_040,B,B,-1.375,-0.375,False,False,-0.5,-0.875,False,False,dorn_python_089,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07820,medium,0.7452451772681651,dorn_python_064,dorn_python_114,dorn_python_114,dorn_python_114,dorn_python_064,B,B,-0.75,-0.75,False,False,0.0,-0.75,True,False,,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07821,medium,0.7348900464386681,dorn_python_025,dorn_python_035,dorn_python_025,dorn_python_035,dorn_python_025,B,B,-3.0,-0.25,False,False,-1.375,-1.625,False,False,dorn_python_035,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07822,medium,0.9493765578662321,dorn_python_012,dorn_python_014,dorn_python_012,dorn_python_014,dorn_python_012,B,B,-1.125,-1.375,False,False,0.125,-1.25,False,False,dorn_python_012,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07823,medium,0.593952229313443,dorn_python_025,dorn_python_075,dorn_python_075,dorn_python_075,dorn_python_025,B,B,-1.25,-0.75,False,False,-0.25,-1.0,False,False,dorn_python_075,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07824,medium,0.766477056987595,dorn_python_006,dorn_python_037,dorn_python_037,dorn_python_037,dorn_python_006,B,B,-2.5,-0.625,False,False,-0.9375,-1.5625,False,False,dorn_python_037,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07825,medium,0.844669468177295,dorn_python_014,dorn_python_047,dorn_python_047,dorn_python_047,dorn_python_014,B,B,-0.5,-0.5,False,False,0.0,-0.5,True,False,,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07826,medium,0.912792287646018,dorn_python_048,dorn_python_094,dorn_python_048,dorn_python_094,dorn_python_048,B,B,-0.25,-1.875,False,False,0.8125,-1.0625,False,False,dorn_python_048,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07827,medium,0.602761825220512,dorn_python_087,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,B,A,-1.5,0.375,True,True,-0.9375,-0.5625,False,False,dorn_python_092,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07828,medium,0.8710529154023411,dorn_python_008,dorn_python_069,dorn_python_069,dorn_python_069,dorn_python_008,B,B,-1.125,-0.625,False,False,-0.25,-0.875,False,False,dorn_python_069,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07829,medium,0.7087713274602451,dorn_python_034,dorn_python_107,dorn_python_034,dorn_python_107,dorn_python_034,B,B,-1.125,-0.625,False,False,-0.25,-0.875,False,False,dorn_python_107,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07830,medium,0.6570806348657341,dorn_python_057,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_057,B,B,-0.875,-0.125,False,False,-0.375,-0.5,False,False,dorn_python_088,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07831,medium,0.6409667146237841,dorn_python_020,dorn_python_112,dorn_python_112,dorn_python_020,dorn_python_020,A,B,0.125,-0.125,True,False,0.125,0.0,False,False,dorn_python_020,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07832,medium,0.7135426846367141,dorn_python_077,dorn_python_113,dorn_python_113,dorn_python_113,dorn_python_077,B,B,-1.125,-0.875,False,False,-0.125,-1.0,False,False,dorn_python_113,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07833,medium,0.9899666120672861,dorn_python_002,dorn_python_076,dorn_python_002,dorn_python_076,dorn_python_002,B,B,-0.375,-1.0,False,False,0.3125,-0.6875,False,False,dorn_python_002,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07834,medium,0.682314283483749,dorn_python_034,dorn_python_109,dorn_python_034,dorn_python_109,dorn_python_034,B,B,-1.25,-0.875,False,False,-0.1875,-1.0625,False,False,dorn_python_109,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07835,medium,0.9364750868296051,dorn_python_068,dorn_python_076,dorn_python_068,dorn_python_076,dorn_python_068,B,B,-0.625,-1.125,False,False,0.25,-0.875,False,False,dorn_python_068,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07836,medium,0.55244965549347,dorn_python_044,dorn_python_098,dorn_python_044,dorn_python_098,dorn_python_044,B,B,-0.625,-0.25,False,False,-0.1875,-0.4375,False,False,dorn_python_098,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07837,medium,0.824533610926209,dorn_python_060,dorn_python_064,dorn_python_060,dorn_python_064,dorn_python_060,B,B,-1.375,-0.5,False,False,-0.4375,-0.9375,False,False,dorn_python_064,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07838,medium,0.9412529538845351,dorn_python_026,dorn_python_111,dorn_python_026,dorn_python_111,dorn_python_026,B,B,-1.625,-1.0,False,False,-0.3125,-1.3125,False,False,dorn_python_111,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07839,medium,0.814608009234652,dorn_python_020,dorn_python_062,dorn_python_062,dorn_python_020,dorn_python_020,A,B,0.0,-0.375,True,False,0.1875,-0.1875,False,True,dorn_python_020,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07840,medium,0.6306056319812521,dorn_python_037,dorn_python_071,dorn_python_037,dorn_python_037,dorn_python_037,A,B,0.0,-1.875,True,True,0.9375,-0.9375,False,True,dorn_python_037,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07841,medium,0.782921663682376,dorn_python_033,dorn_python_075,dorn_python_075,dorn_python_075,dorn_python_033,B,B,-0.375,-1.0,False,False,0.3125,-0.6875,False,False,dorn_python_033,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07842,medium,0.7766645947985571,dorn_python_071,dorn_python_078,dorn_python_078,dorn_python_078,dorn_python_071,B,B,-0.625,-0.875,False,False,0.125,-0.75,False,False,dorn_python_071,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07843,medium,0.9301429506159561,dorn_python_104,dorn_python_110,dorn_python_110,dorn_python_110,dorn_python_104,B,B,-0.625,-0.625,False,False,0.0,-0.625,True,False,,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07844,medium,0.6048011726023631,dorn_python_047,dorn_python_096,dorn_python_047,dorn_python_096,dorn_python_047,B,B,-0.5,-0.5,False,False,0.0,-0.5,True,False,,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07845,medium,0.8150998280469761,dorn_python_083,dorn_python_103,dorn_python_103,dorn_python_103,dorn_python_103,B,A,-0.25,0.25,True,True,-0.25,0.0,False,False,dorn_python_103,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07846,medium,0.634526167410972,dorn_python_057,dorn_python_073,dorn_python_057,dorn_python_073,dorn_python_073,B,A,-0.25,0.0,True,False,-0.125,-0.125,False,True,dorn_python_073,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07847,medium,0.9162350929696361,dorn_python_013,dorn_python_082,dorn_python_082,dorn_python_082,dorn_python_013,B,B,-1.625,-1.0,False,False,-0.3125,-1.3125,False,False,dorn_python_082,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07848,medium,0.541306086463199,dorn_python_044,dorn_python_058,dorn_python_044,dorn_python_058,dorn_python_044,B,B,-1.0,-1.0,False,False,0.0,-1.0,True,False,,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07849,medium,0.631295609040825,dorn_python_038,dorn_python_084,dorn_python_084,dorn_python_084,dorn_python_038,B,B,-0.75,-1.0,False,False,0.125,-0.875,False,False,dorn_python_038,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07850,medium,0.601239177828352,dorn_python_094,dorn_python_102,dorn_python_102,dorn_python_102,dorn_python_102,B,A,-1.125,0.0,True,True,-0.5625,-0.5625,False,True,dorn_python_102,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07851,medium,0.7346915863173641,dorn_python_080,dorn_python_101,dorn_python_101,dorn_python_101,dorn_python_080,B,B,-1.25,-0.25,False,False,-0.5,-0.75,False,False,dorn_python_101,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07852,medium,0.5202060776957821,dorn_python_002,dorn_python_004,dorn_python_002,dorn_python_004,dorn_python_002,B,B,-0.625,-0.75,False,False,0.0625,-0.6875,False,False,dorn_python_002,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07853,medium,0.7806291640784081,dorn_python_000,dorn_python_087,dorn_python_087,dorn_python_087,dorn_python_000,B,B,-0.875,-1.0,False,False,0.0625,-0.9375,False,False,dorn_python_000,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07854,medium,0.8677665002787921,dorn_python_110,dorn_python_118,dorn_python_118,dorn_python_118,dorn_python_110,B,B,-0.5,-0.875,False,False,0.1875,-0.6875,False,False,dorn_python_110,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07855,medium,0.8179264933917441,dorn_python_042,dorn_python_118,dorn_python_042,dorn_python_118,dorn_python_042,B,B,-1.25,-1.75,False,False,0.25,-1.5,False,False,dorn_python_042,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07856,medium,0.6147329372717261,dorn_python_012,dorn_python_103,dorn_python_103,dorn_python_103,dorn_python_012,B,B,-1.125,-0.25,False,False,-0.4375,-0.6875,False,False,dorn_python_103,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07857,medium,0.8871440584071281,dorn_python_016,dorn_python_068,dorn_python_068,dorn_python_068,dorn_python_016,B,B,-1.125,-0.625,False,False,-0.25,-0.875,False,False,dorn_python_068,True,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07858,medium,0.79025888421805,dorn_python_027,dorn_python_049,dorn_python_027,dorn_python_049,dorn_python_027,B,B,-1.0,-2.25,False,False,0.625,-1.625,False,False,dorn_python_027,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07859,medium,0.6390082148870081,dorn_python_012,dorn_python_040,dorn_python_012,dorn_python_040,dorn_python_012,B,B,-1.125,-1.5,False,False,0.1875,-1.3125,False,False,dorn_python_012,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07860,medium,0.524638413205404,dorn_python_000,dorn_python_002,dorn_python_002,dorn_python_002,dorn_python_000,B,B,-1.25,-0.875,False,False,-0.1875,-1.0625,False,False,dorn_python_002,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07861,medium,0.5575639092914141,dorn_python_047,dorn_python_093,dorn_python_047,dorn_python_093,dorn_python_093,B,A,-0.75,0.5,True,False,-0.625,-0.125,False,False,dorn_python_093,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07862,medium,0.9089378845008341,dorn_python_023,dorn_python_080,dorn_python_080,dorn_python_080,dorn_python_023,B,B,-0.375,-1.0,False,False,0.3125,-0.6875,False,False,dorn_python_023,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07863,medium,0.57028802529814,dorn_python_029,dorn_python_115,dorn_python_115,dorn_python_115,dorn_python_029,B,B,-3.125,-1.0,False,False,-1.0625,-2.0625,False,False,dorn_python_115,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07864,medium,0.562328891885408,dorn_python_017,dorn_python_079,dorn_python_017,dorn_python_079,dorn_python_017,B,B,-0.625,-0.125,False,False,-0.25,-0.375,False,False,dorn_python_079,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07865,medium,0.52265641342682,dorn_python_057,dorn_python_105,dorn_python_057,dorn_python_057,dorn_python_057,A,B,0.25,-0.125,True,True,0.1875,0.0625,False,False,dorn_python_057,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07866,medium,0.984531822106231,dorn_python_005,dorn_python_033,dorn_python_005,dorn_python_033,dorn_python_005,B,B,-1.0,-0.75,False,False,-0.125,-0.875,False,False,dorn_python_033,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07867,medium,0.9826056995620601,dorn_python_038,dorn_python_042,dorn_python_042,dorn_python_042,dorn_python_038,B,B,-0.625,-0.875,False,False,0.125,-0.75,False,False,dorn_python_038,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07868,medium,0.5445793959160591,dorn_python_052,dorn_python_058,dorn_python_052,dorn_python_052,dorn_python_058,A,A,0.25,0.375,False,False,-0.0625,0.3125,False,False,dorn_python_058,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07869,medium,0.9529943529496281,dorn_python_090,dorn_python_116,dorn_python_116,dorn_python_116,dorn_python_090,B,B,-1.125,-1.5,False,False,0.1875,-1.3125,False,False,dorn_python_090,False,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07870,medium,0.662528847098327,dorn_python_011,dorn_python_113,dorn_python_011,dorn_python_113,dorn_python_011,B,B,-2.125,-2.875,False,False,0.375,-2.5,False,False,dorn_python_011,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07871,medium,0.65751902308612,dorn_python_013,dorn_python_029,dorn_python_013,dorn_python_013,dorn_python_013,A,B,0.0,-1.5,True,True,0.75,-0.75,False,True,dorn_python_013,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07872,medium,0.9097731542074311,dorn_python_030,dorn_python_040,dorn_python_030,dorn_python_040,dorn_python_030,B,B,-0.5,-1.125,False,False,0.3125,-0.8125,False,False,dorn_python_030,True,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07873,medium,0.7857025767197101,dorn_python_021,dorn_python_044,dorn_python_021,dorn_python_044,dorn_python_021,B,B,-1.5,-2.375,False,False,0.4375,-1.9375,False,False,dorn_python_021,True,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07874,medium,0.636155585817575,dorn_python_061,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_061,B,B,-1.125,-0.5,False,False,-0.3125,-0.8125,False,False,dorn_python_088,True,True,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07875,medium,0.5856705208476051,dorn_python_035,dorn_python_074,dorn_python_074,dorn_python_074,dorn_python_035,B,B,-0.125,-1.5,False,False,0.6875,-0.8125,False,False,dorn_python_035,False,True,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07876,medium,0.598570586306985,dorn_python_049,dorn_python_115,dorn_python_049,dorn_python_115,dorn_python_049,B,B,-2.0,-0.875,False,False,-0.5625,-1.4375,False,False,dorn_python_115,False,False,True
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07877,medium,0.68487240677984,dorn_python_018,dorn_python_033,dorn_python_018,dorn_python_033,dorn_python_018,B,B,-1.375,-0.5,False,False,-0.4375,-0.9375,False,False,dorn_python_033,False,False,False
rapidocr_text_qwen_coder,python,ext_dorn_python_medium_07878,medium,0.9432418634109161,dorn_python_033,dorn_python_101,dorn_python_101,dorn_python_101,dorn_python_033,B,B,-0.125,-0.5,False,False,0.1875,-0.3125,False,False,dorn_python_033,False,True,True
