model_key,model_name,pair_id,language,difficulty,snippet_x_id,snippet_y_id,human_preference,ab_verdict,ba_verdict,ab_choice,ba_choice,ab_parse_fail,ba_parse_fail,is_valid_strict_swap,is_correct_and_valid
gemma,gemma-3-27b-it,ext_dorn_python_hard_08050,python,hard,dorn_python_026,dorn_python_109,dorn_python_109,A,B,dorn_python_026,dorn_python_026,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08051,python,hard,dorn_python_003,dorn_python_004,dorn_python_003,A,A,dorn_python_003,dorn_python_004,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08052,python,hard,dorn_python_091,dorn_python_118,dorn_python_091,A,B,dorn_python_091,dorn_python_091,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08053,python,hard,dorn_python_003,dorn_python_068,dorn_python_068,A,A,dorn_python_003,dorn_python_068,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08054,python,hard,dorn_python_014,dorn_python_072,dorn_python_014,A,A,dorn_python_014,dorn_python_072,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08055,python,hard,dorn_python_016,dorn_python_056,dorn_python_056,B,A,dorn_python_056,dorn_python_056,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08056,python,hard,dorn_python_057,dorn_python_065,dorn_python_057,B,A,dorn_python_065,dorn_python_065,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08057,python,hard,dorn_python_017,dorn_python_051,dorn_python_051,A,A,dorn_python_017,dorn_python_051,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08058,python,hard,dorn_python_059,dorn_python_065,dorn_python_059,A,A,dorn_python_059,dorn_python_065,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08059,python,hard,dorn_python_001,dorn_python_068,dorn_python_068,A,A,dorn_python_001,dorn_python_068,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08060,python,hard,dorn_python_000,dorn_python_081,dorn_python_000,B,A,dorn_python_081,dorn_python_081,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08061,python,hard,dorn_python_074,dorn_python_109,dorn_python_109,A,B,dorn_python_074,dorn_python_074,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08062,python,hard,dorn_python_018,dorn_python_040,dorn_python_018,B,A,dorn_python_040,dorn_python_040,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08063,python,hard,dorn_python_000,dorn_python_076,dorn_python_000,B,A,dorn_python_076,dorn_python_076,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08064,python,hard,dorn_python_049,dorn_python_065,dorn_python_049,B,A,dorn_python_065,dorn_python_065,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08065,python,hard,dorn_python_041,dorn_python_044,dorn_python_044,B,A,dorn_python_044,dorn_python_044,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08066,python,hard,dorn_python_034,dorn_python_087,dorn_python_034,A,A,dorn_python_034,dorn_python_087,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08067,python,hard,dorn_python_009,dorn_python_044,dorn_python_044,A,B,dorn_python_009,dorn_python_009,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08068,python,hard,dorn_python_002,dorn_python_017,dorn_python_002,A,A,dorn_python_002,dorn_python_017,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08069,python,hard,dorn_python_022,dorn_python_048,dorn_python_022,A,B,dorn_python_022,dorn_python_022,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08070,python,hard,dorn_python_008,dorn_python_091,dorn_python_091,A,B,dorn_python_008,dorn_python_008,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08071,python,hard,dorn_python_046,dorn_python_114,dorn_python_114,B,A,dorn_python_114,dorn_python_114,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08072,python,hard,dorn_python_077,dorn_python_096,dorn_python_096,A,A,dorn_python_077,dorn_python_096,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08073,python,hard,dorn_python_006,dorn_python_036,dorn_python_036,A,A,dorn_python_006,dorn_python_036,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08074,python,hard,dorn_python_039,dorn_python_082,dorn_python_039,A,A,dorn_python_039,dorn_python_082,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08075,python,hard,dorn_python_022,dorn_python_034,dorn_python_022,A,A,dorn_python_022,dorn_python_034,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08076,python,hard,dorn_python_070,dorn_python_091,dorn_python_091,A,B,dorn_python_070,dorn_python_070,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08077,python,hard,dorn_python_009,dorn_python_082,dorn_python_082,A,B,dorn_python_009,dorn_python_009,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08078,python,hard,dorn_python_013,dorn_python_068,dorn_python_068,A,B,dorn_python_013,dorn_python_013,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08079,python,hard,dorn_python_025,dorn_python_053,dorn_python_053,A,A,dorn_python_025,dorn_python_053,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08080,python,hard,dorn_python_080,dorn_python_084,dorn_python_084,B,A,dorn_python_084,dorn_python_084,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08081,python,hard,dorn_python_019,dorn_python_023,dorn_python_023,B,A,dorn_python_023,dorn_python_023,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08082,python,hard,dorn_python_005,dorn_python_063,dorn_python_063,A,A,dorn_python_005,dorn_python_063,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08083,python,hard,dorn_python_009,dorn_python_075,dorn_python_075,A,B,dorn_python_009,dorn_python_009,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08084,python,hard,dorn_python_001,dorn_python_032,dorn_python_032,A,A,dorn_python_001,dorn_python_032,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08085,python,hard,dorn_python_015,dorn_python_089,dorn_python_015,A,A,dorn_python_015,dorn_python_089,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08086,python,hard,dorn_python_032,dorn_python_101,dorn_python_101,A,A,dorn_python_032,dorn_python_101,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08087,python,hard,dorn_python_039,dorn_python_069,dorn_python_039,A,A,dorn_python_039,dorn_python_069,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08088,python,hard,dorn_python_010,dorn_python_092,dorn_python_092,A,A,dorn_python_010,dorn_python_092,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08089,python,hard,dorn_python_010,dorn_python_042,dorn_python_010,A,A,dorn_python_010,dorn_python_042,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08090,python,hard,dorn_python_040,dorn_python_115,dorn_python_040,B,A,dorn_python_115,dorn_python_115,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08091,python,hard,dorn_python_005,dorn_python_061,dorn_python_005,A,A,dorn_python_005,dorn_python_061,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08092,python,hard,dorn_python_001,dorn_python_008,dorn_python_001,A,A,dorn_python_001,dorn_python_008,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08093,python,hard,dorn_python_051,dorn_python_074,dorn_python_051,B,A,dorn_python_074,dorn_python_074,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08094,python,hard,dorn_python_063,dorn_python_069,dorn_python_063,A,A,dorn_python_063,dorn_python_069,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08095,python,hard,dorn_python_003,dorn_python_037,dorn_python_003,B,A,dorn_python_037,dorn_python_037,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08096,python,hard,dorn_python_033,dorn_python_080,dorn_python_080,A,B,dorn_python_033,dorn_python_033,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08097,python,hard,dorn_python_012,dorn_python_092,dorn_python_092,B,A,dorn_python_092,dorn_python_092,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_python_hard_08098,python,hard,dorn_python_089,dorn_python_097,dorn_python_097,A,A,dorn_python_089,dorn_python_097,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_python_hard_08099,python,hard,dorn_python_001,dorn_python_075,dorn_python_075,A,A,dorn_python_001,dorn_python_075,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00000,cuda,easy,dorn_cuda_032,dorn_cuda_065,dorn_cuda_065,A,A,dorn_cuda_032,dorn_cuda_065,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00001,cuda,easy,dorn_cuda_031,dorn_cuda_081,dorn_cuda_031,A,A,dorn_cuda_031,dorn_cuda_081,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00002,cuda,easy,dorn_cuda_015,dorn_cuda_030,dorn_cuda_015,A,B,dorn_cuda_015,dorn_cuda_015,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00003,cuda,easy,dorn_cuda_025,dorn_cuda_062,dorn_cuda_062,B,A,dorn_cuda_062,dorn_cuda_062,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00004,cuda,easy,dorn_cuda_059,dorn_cuda_118,dorn_cuda_059,A,A,dorn_cuda_059,dorn_cuda_118,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00005,cuda,easy,dorn_cuda_057,dorn_cuda_110,dorn_cuda_057,A,B,dorn_cuda_057,dorn_cuda_057,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00006,cuda,easy,dorn_cuda_050,dorn_cuda_070,dorn_cuda_070,B,A,dorn_cuda_070,dorn_cuda_070,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00007,cuda,easy,dorn_cuda_105,dorn_cuda_115,dorn_cuda_105,A,B,dorn_cuda_105,dorn_cuda_105,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00008,cuda,easy,dorn_cuda_049,dorn_cuda_109,dorn_cuda_109,A,A,dorn_cuda_049,dorn_cuda_109,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00009,cuda,easy,dorn_cuda_065,dorn_cuda_117,dorn_cuda_065,A,A,dorn_cuda_065,dorn_cuda_117,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00010,cuda,easy,dorn_cuda_003,dorn_cuda_069,dorn_cuda_003,A,B,dorn_cuda_003,dorn_cuda_003,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00011,cuda,easy,dorn_cuda_051,dorn_cuda_057,dorn_cuda_057,B,A,dorn_cuda_057,dorn_cuda_057,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00012,cuda,easy,dorn_cuda_061,dorn_cuda_062,dorn_cuda_062,B,A,dorn_cuda_062,dorn_cuda_062,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00013,cuda,easy,dorn_cuda_096,dorn_cuda_112,dorn_cuda_096,A,A,dorn_cuda_096,dorn_cuda_112,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00014,cuda,easy,dorn_cuda_031,dorn_cuda_089,dorn_cuda_031,A,A,dorn_cuda_031,dorn_cuda_089,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00015,cuda,easy,dorn_cuda_024,dorn_cuda_067,dorn_cuda_067,A,A,dorn_cuda_024,dorn_cuda_067,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00016,cuda,easy,dorn_cuda_047,dorn_cuda_065,dorn_cuda_065,A,A,dorn_cuda_047,dorn_cuda_065,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00017,cuda,easy,dorn_cuda_010,dorn_cuda_054,dorn_cuda_054,A,A,dorn_cuda_010,dorn_cuda_054,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00018,cuda,easy,dorn_cuda_098,dorn_cuda_111,dorn_cuda_111,B,A,dorn_cuda_111,dorn_cuda_111,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00019,cuda,easy,dorn_cuda_055,dorn_cuda_068,dorn_cuda_068,B,A,dorn_cuda_068,dorn_cuda_068,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00020,cuda,easy,dorn_cuda_067,dorn_cuda_100,dorn_cuda_100,B,B,dorn_cuda_100,dorn_cuda_067,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00021,cuda,easy,dorn_cuda_041,dorn_cuda_084,dorn_cuda_041,A,B,dorn_cuda_041,dorn_cuda_041,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00022,cuda,easy,dorn_cuda_074,dorn_cuda_078,dorn_cuda_074,A,A,dorn_cuda_074,dorn_cuda_078,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00023,cuda,easy,dorn_cuda_005,dorn_cuda_087,dorn_cuda_005,A,A,dorn_cuda_005,dorn_cuda_087,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00024,cuda,easy,dorn_cuda_052,dorn_cuda_069,dorn_cuda_052,A,B,dorn_cuda_052,dorn_cuda_052,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00025,cuda,easy,dorn_cuda_056,dorn_cuda_060,dorn_cuda_060,A,A,dorn_cuda_056,dorn_cuda_060,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00026,cuda,easy,dorn_cuda_018,dorn_cuda_065,dorn_cuda_065,A,A,dorn_cuda_018,dorn_cuda_065,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00027,cuda,easy,dorn_cuda_006,dorn_cuda_117,dorn_cuda_117,A,A,dorn_cuda_006,dorn_cuda_117,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00028,cuda,easy,dorn_cuda_068,dorn_cuda_078,dorn_cuda_068,A,B,dorn_cuda_068,dorn_cuda_068,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00029,cuda,easy,dorn_cuda_040,dorn_cuda_083,dorn_cuda_040,A,B,dorn_cuda_040,dorn_cuda_040,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00030,cuda,easy,dorn_cuda_060,dorn_cuda_072,dorn_cuda_060,A,A,dorn_cuda_060,dorn_cuda_072,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00031,cuda,easy,dorn_cuda_025,dorn_cuda_028,dorn_cuda_028,A,A,dorn_cuda_025,dorn_cuda_028,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00032,cuda,easy,dorn_cuda_017,dorn_cuda_075,dorn_cuda_017,A,A,dorn_cuda_017,dorn_cuda_075,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00033,cuda,easy,dorn_cuda_001,dorn_cuda_018,dorn_cuda_018,A,A,dorn_cuda_001,dorn_cuda_018,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00034,cuda,easy,dorn_cuda_104,dorn_cuda_109,dorn_cuda_109,A,B,dorn_cuda_104,dorn_cuda_104,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00035,cuda,easy,dorn_cuda_052,dorn_cuda_097,dorn_cuda_052,A,A,dorn_cuda_052,dorn_cuda_097,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00036,cuda,easy,dorn_cuda_012,dorn_cuda_118,dorn_cuda_012,A,A,dorn_cuda_012,dorn_cuda_118,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00037,cuda,easy,dorn_cuda_025,dorn_cuda_099,dorn_cuda_099,A,A,dorn_cuda_025,dorn_cuda_099,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00038,cuda,easy,dorn_cuda_011,dorn_cuda_111,dorn_cuda_111,A,A,dorn_cuda_011,dorn_cuda_111,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00039,cuda,easy,dorn_cuda_031,dorn_cuda_056,dorn_cuda_031,B,A,dorn_cuda_056,dorn_cuda_056,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00040,cuda,easy,dorn_cuda_012,dorn_cuda_056,dorn_cuda_012,A,A,dorn_cuda_012,dorn_cuda_056,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00041,cuda,easy,dorn_cuda_030,dorn_cuda_040,dorn_cuda_040,A,B,dorn_cuda_030,dorn_cuda_030,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00042,cuda,easy,dorn_cuda_090,dorn_cuda_100,dorn_cuda_090,A,B,dorn_cuda_090,dorn_cuda_090,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00043,cuda,easy,dorn_cuda_054,dorn_cuda_088,dorn_cuda_088,B,A,dorn_cuda_088,dorn_cuda_088,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00044,cuda,easy,dorn_cuda_004,dorn_cuda_112,dorn_cuda_004,A,B,dorn_cuda_004,dorn_cuda_004,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00045,cuda,easy,dorn_cuda_033,dorn_cuda_088,dorn_cuda_088,A,B,dorn_cuda_033,dorn_cuda_033,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00046,cuda,easy,dorn_cuda_044,dorn_cuda_047,dorn_cuda_044,A,B,dorn_cuda_044,dorn_cuda_044,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00047,cuda,easy,dorn_cuda_001,dorn_cuda_109,dorn_cuda_109,A,A,dorn_cuda_001,dorn_cuda_109,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00048,cuda,easy,dorn_cuda_024,dorn_cuda_036,dorn_cuda_036,A,A,dorn_cuda_024,dorn_cuda_036,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00049,cuda,easy,dorn_cuda_012,dorn_cuda_084,dorn_cuda_012,A,B,dorn_cuda_012,dorn_cuda_012,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00050,cuda,easy,dorn_cuda_013,dorn_cuda_072,dorn_cuda_013,A,B,dorn_cuda_013,dorn_cuda_013,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00051,cuda,easy,dorn_cuda_010,dorn_cuda_119,dorn_cuda_119,A,A,dorn_cuda_010,dorn_cuda_119,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00052,cuda,easy,dorn_cuda_019,dorn_cuda_042,dorn_cuda_019,B,A,dorn_cuda_042,dorn_cuda_042,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00053,cuda,easy,dorn_cuda_005,dorn_cuda_071,dorn_cuda_005,A,A,dorn_cuda_005,dorn_cuda_071,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00054,cuda,easy,dorn_cuda_051,dorn_cuda_119,dorn_cuda_119,B,A,dorn_cuda_119,dorn_cuda_119,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00055,cuda,easy,dorn_cuda_015,dorn_cuda_090,dorn_cuda_090,B,A,dorn_cuda_090,dorn_cuda_090,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00056,cuda,easy,dorn_cuda_065,dorn_cuda_114,dorn_cuda_065,A,B,dorn_cuda_065,dorn_cuda_065,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00057,cuda,easy,dorn_cuda_004,dorn_cuda_093,dorn_cuda_004,A,A,dorn_cuda_004,dorn_cuda_093,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00058,cuda,easy,dorn_cuda_052,dorn_cuda_105,dorn_cuda_052,A,A,dorn_cuda_052,dorn_cuda_105,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00059,cuda,easy,dorn_cuda_004,dorn_cuda_010,dorn_cuda_004,A,A,dorn_cuda_004,dorn_cuda_010,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00060,cuda,easy,dorn_cuda_001,dorn_cuda_022,dorn_cuda_022,B,A,dorn_cuda_022,dorn_cuda_022,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00061,cuda,easy,dorn_cuda_047,dorn_cuda_080,dorn_cuda_080,B,A,dorn_cuda_080,dorn_cuda_080,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00062,cuda,easy,dorn_cuda_028,dorn_cuda_063,dorn_cuda_028,A,A,dorn_cuda_028,dorn_cuda_063,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00063,cuda,easy,dorn_cuda_073,dorn_cuda_093,dorn_cuda_073,A,A,dorn_cuda_073,dorn_cuda_093,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00064,cuda,easy,dorn_cuda_032,dorn_cuda_044,dorn_cuda_044,B,A,dorn_cuda_044,dorn_cuda_044,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00065,cuda,easy,dorn_cuda_060,dorn_cuda_075,dorn_cuda_060,A,A,dorn_cuda_060,dorn_cuda_075,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00066,cuda,easy,dorn_cuda_042,dorn_cuda_108,dorn_cuda_042,A,B,dorn_cuda_042,dorn_cuda_042,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00067,cuda,easy,dorn_cuda_010,dorn_cuda_060,dorn_cuda_060,A,A,dorn_cuda_010,dorn_cuda_060,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00068,cuda,easy,dorn_cuda_021,dorn_cuda_043,dorn_cuda_021,A,A,dorn_cuda_021,dorn_cuda_043,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00069,cuda,easy,dorn_cuda_088,dorn_cuda_114,dorn_cuda_088,A,B,dorn_cuda_088,dorn_cuda_088,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00070,cuda,easy,dorn_cuda_017,dorn_cuda_033,dorn_cuda_017,A,A,dorn_cuda_017,dorn_cuda_033,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00071,cuda,easy,dorn_cuda_027,dorn_cuda_067,dorn_cuda_027,A,A,dorn_cuda_027,dorn_cuda_067,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00072,cuda,easy,dorn_cuda_078,dorn_cuda_096,dorn_cuda_096,A,A,dorn_cuda_078,dorn_cuda_096,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00073,cuda,easy,dorn_cuda_004,dorn_cuda_094,dorn_cuda_004,A,A,dorn_cuda_004,dorn_cuda_094,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00074,cuda,easy,dorn_cuda_059,dorn_cuda_072,dorn_cuda_059,A,A,dorn_cuda_059,dorn_cuda_072,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00075,cuda,easy,dorn_cuda_005,dorn_cuda_113,dorn_cuda_005,A,A,dorn_cuda_005,dorn_cuda_113,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00076,cuda,easy,dorn_cuda_113,dorn_cuda_116,dorn_cuda_116,A,A,dorn_cuda_113,dorn_cuda_116,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00077,cuda,easy,dorn_cuda_029,dorn_cuda_064,dorn_cuda_029,A,B,dorn_cuda_029,dorn_cuda_029,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00078,cuda,easy,dorn_cuda_040,dorn_cuda_064,dorn_cuda_040,B,A,dorn_cuda_064,dorn_cuda_064,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00079,cuda,easy,dorn_cuda_007,dorn_cuda_057,dorn_cuda_057,B,A,dorn_cuda_057,dorn_cuda_057,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00080,cuda,easy,dorn_cuda_088,dorn_cuda_097,dorn_cuda_088,B,A,dorn_cuda_097,dorn_cuda_097,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00081,cuda,easy,dorn_cuda_034,dorn_cuda_040,dorn_cuda_040,A,B,dorn_cuda_034,dorn_cuda_034,False,False,True,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00082,cuda,easy,dorn_cuda_109,dorn_cuda_113,dorn_cuda_109,A,A,dorn_cuda_109,dorn_cuda_113,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00083,cuda,easy,dorn_cuda_027,dorn_cuda_093,dorn_cuda_027,A,B,dorn_cuda_027,dorn_cuda_027,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00084,cuda,easy,dorn_cuda_056,dorn_cuda_100,dorn_cuda_100,A,A,dorn_cuda_056,dorn_cuda_100,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00085,cuda,easy,dorn_cuda_026,dorn_cuda_066,dorn_cuda_026,A,B,dorn_cuda_026,dorn_cuda_026,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00086,cuda,easy,dorn_cuda_078,dorn_cuda_104,dorn_cuda_104,B,A,dorn_cuda_104,dorn_cuda_104,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00087,cuda,easy,dorn_cuda_033,dorn_cuda_093,dorn_cuda_033,A,A,dorn_cuda_033,dorn_cuda_093,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00088,cuda,easy,dorn_cuda_041,dorn_cuda_104,dorn_cuda_041,A,B,dorn_cuda_041,dorn_cuda_041,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00089,cuda,easy,dorn_cuda_098,dorn_cuda_101,dorn_cuda_101,B,A,dorn_cuda_101,dorn_cuda_101,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00090,cuda,easy,dorn_cuda_025,dorn_cuda_033,dorn_cuda_033,A,A,dorn_cuda_025,dorn_cuda_033,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00091,cuda,easy,dorn_cuda_003,dorn_cuda_078,dorn_cuda_003,A,B,dorn_cuda_003,dorn_cuda_003,False,False,True,True
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00092,cuda,easy,dorn_cuda_102,dorn_cuda_111,dorn_cuda_111,A,A,dorn_cuda_102,dorn_cuda_111,False,False,False,False
gemma,gemma-3-27b-it,ext_dorn_cuda_easy_00093,cuda,easy,dorn_cuda_025,dorn_cuda_096,dorn_cuda_096,A,B,dorn_cuda_025,dorn_cuda_025,False,False,True,False
