base_id,rq0_id,language,family,node_type,start_byte_original,end_byte_original,original,replacement
rq3g_java_081,rq0_0222,java,identity_fragmentation,identifier,883,884,c,opaque_e1276e_041
rq3g_java_081,rq0_0222,java,semantic_identifier_masking,identifier,907,909,v1,opaque_e1276e_sym015
rq3g_java_081,rq0_0222,java,operator_inversion,==,910,912,==,!=
rq3g_java_081,rq0_0222,java,identity_fragmentation,identifier,945,947,v2,opaque_e1276e_043
rq3g_java_081,rq0_0222,java,operator_inversion,!=,948,950,!=,==
rq3g_java_081,rq0_0222,java,semantic_identifier_masking,identifier,1063,1065,v1,opaque_e1276e_sym015
rq3g_java_081,rq0_0222,java,identity_fragmentation,identifier,1066,1072,equals,opaque_e1276e_045
rq3g_java_081,rq0_0222,java,semantic_identifier_masking,identifier,1073,1075,v2,opaque_e1276e_sym017
rq3g_java_082,rq0_0304,java,semantic_cue_erasure,pygments_comment_fallback,-1,-1,1 residual comment token(s),opaque semantic cue
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,1,9,Override,opaque_ae9b96_sym000
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,26,49,beforeTransactionCommit,opaque_ae9b96_001
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,56,78,transactionCoordinator,opaque_ae9b96_sym002
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,81,125,sendBeforeTransactionCompletionNotifications,opaque_ae9b96_003
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,152,157,flush,opaque_ae9b96_sym004
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,162,184,transactionCoordinator,opaque_ae9b96_005
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,187,208,getTransactionContext,opaque_ae9b96_sym005
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,211,227,isFlushModeNever,opaque_ae9b96_007
rq3g_java_082,rq0_0304,java,operator_inversion,&&,230,232,&&,||
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,239,247,isDriver,opaque_ae9b96_sym007
rq3g_java_082,rq0_0304,java,operator_inversion,||,248,250,||,&&
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,253,275,transactionCoordinator,opaque_ae9b96_009
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,278,299,getTransactionContext,opaque_ae9b96_sym005
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,302,332,isFlushBeforeCompletionEnabled,opaque_ae9b96_011
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,346,351,flush,opaque_ae9b96_sym004
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,428,450,transactionCoordinator,opaque_ae9b96_013
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,453,474,getTransactionContext,opaque_ae9b96_sym005
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,477,489,managedFlush,opaque_ae9b96_015
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,505,513,isDriver,opaque_ae9b96_sym007
rq3g_java_082,rq0_0304,java,operator_inversion,&&,514,516,&&,||
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,517,528,isInitiator,opaque_ae9b96_017
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,536,558,transactionCoordinator,opaque_ae9b96_sym002
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,561,582,getTransactionContext,opaque_ae9b96_019
rq3g_java_082,rq0_0304,java,semantic_identifier_masking,identifier,585,612,beforeTransactionCompletion,opaque_ae9b96_sym011
rq3g_java_082,rq0_0304,java,identity_fragmentation,identifier,629,644,closeIfRequired,opaque_ae9b96_021
rq3g_java_083,rq0_0058,java,semantic_identifier_masking,identifier,18,26,response,opaque_0fe797_sym000
rq3g_java_083,rq0_0058,java,identity_fragmentation,identifier,29,44,warehouseDialog,opaque_0fe797_001
rq3g_java_083,rq0_0058,java,semantic_identifier_masking,identifier,45,63,getResponseBoolean,opaque_0fe797_sym002
rq3g_java_083,rq0_0058,java,identity_fragmentation,identifier,75,81,remove,opaque_0fe797_003
rq3g_java_083,rq0_0058,java,semantic_identifier_masking,identifier,82,97,warehouseDialog,opaque_0fe797_sym001
rq3g_java_083,rq0_0058,java,identity_fragmentation,identifier,115,123,response,opaque_0fe797_005
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,type_identifier,16,22,String,opaque_702929_sym000
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,23,34,getBaseName,opaque_702929_001
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,type_identifier,36,42,String,opaque_702929_sym000
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,43,52,className,opaque_702929_003
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,identifier,65,66,i,opaque_702929_sym003
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,69,78,className,opaque_702929_005
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,identifier,79,86,indexOf,opaque_702929_sym004
rq3g_java_084,rq0_0049,java,literal_corruption,string_literal,87,90,"""$""","""opaque_000"""
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,100,101,i,opaque_702929_007
rq3g_java_084,rq0_0049,java,operator_inversion,==,102,104,==,!=
rq3g_java_084,rq0_0049,java,literal_corruption,decimal_integer_literal,106,107,1,31434
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,identifier,120,129,className,opaque_702929_sym002
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,141,150,className,opaque_702929_009
rq3g_java_084,rq0_0049,java,semantic_identifier_masking,identifier,151,160,substring,opaque_702929_sym005
rq3g_java_084,rq0_0049,java,identity_fragmentation,identifier,161,162,i,opaque_702929_011
rq3g_java_084,rq0_0049,java,operator_inversion,+,162,163,+,-
rq3g_java_084,rq0_0049,java,literal_corruption,decimal_integer_literal,163,164,1,31531
rq3g_java_085,rq0_0215,java,semantic_cue_erasure,pygments_comment_fallback,-1,-1,2 residual comment token(s),opaque semantic cue
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,type_identifier,339,355,PropertyAccessor,opaque_a5205b_sym000
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,356,375,getPropertyAccessor,opaque_a5205b_001
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,type_identifier,376,392,AttributeBinding,opaque_a5205b_sym002
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,393,401,property,opaque_a5205b_003
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,type_identifier,403,413,EntityMode,opaque_a5205b_sym004
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,414,418,mode,opaque_a5205b_005
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,type_identifier,427,443,MappingException,opaque_a5205b_sym006
rq3g_java_085,rq0_0215,java,operator_inversion,==,564,566,==,!=
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,567,571,mode,opaque_a5205b_007
rq3g_java_085,rq0_0215,java,operator_inversion,||,572,574,||,&&
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,575,585,EntityMode,opaque_a5205b_sym004
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,586,590,POJO,opaque_a5205b_009
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,591,597,equals,opaque_a5205b_sym008
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,599,603,mode,opaque_a5205b_011
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,623,646,getPojoPropertyAccessor,opaque_a5205b_sym009
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,648,656,property,opaque_a5205b_013
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,657,680,getPropertyAccessorName,opaque_a5205b_sym010
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,708,718,EntityMode,opaque_a5205b_015
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,719,722,MAP,opaque_a5205b_sym011
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,723,729,equals,opaque_a5205b_017
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,identifier,731,735,mode,opaque_a5205b_sym005
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,755,784,getDynamicMapPropertyAccessor,opaque_a5205b_019
rq3g_java_085,rq0_0215,java,semantic_identifier_masking,type_identifier,823,839,MappingException,opaque_a5205b_sym006
rq3g_java_085,rq0_0215,java,literal_corruption,string_literal,841,864,"""Unknown entity mode [""","""opaque_000"""
rq3g_java_085,rq0_0215,java,operator_inversion,+,865,866,+,-
rq3g_java_085,rq0_0215,java,identity_fragmentation,identifier,867,871,mode,opaque_a5205b_021
rq3g_java_085,rq0_0215,java,operator_inversion,+,872,873,+,-
rq3g_java_085,rq0_0215,java,literal_corruption,string_literal,874,877,"""]""","""opaque_001"""
rq3g_java_086,rq0_0227,java,semantic_cue_erasure,pygments_comment_fallback,-1,-1,1 residual comment token(s),opaque semantic cue
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,69,75,Vector,opaque_48cae0_sym000
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,76,84,getTypes,opaque_48cae0_001
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,101,106,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,operator_inversion,==,107,109,==,!=
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,130,135,types,opaque_48cae0_003
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,142,148,Vector,opaque_48cae0_sym000
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,164,169,types,opaque_48cae0_005
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,170,180,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,185,202,KnowledgeTypeNode,opaque_48cae0_007
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,203,209,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,210,222,KT_DESIGNERS,opaque_48cae0_009
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,238,243,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,244,254,addElement,opaque_48cae0_011
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,259,276,KnowledgeTypeNode,opaque_48cae0_sym004
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,277,283,Critic,opaque_48cae0_013
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,284,298,KT_CORRECTNESS,opaque_48cae0_sym007
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,314,319,types,opaque_48cae0_015
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,320,330,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,335,352,KnowledgeTypeNode,opaque_48cae0_017
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,353,359,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,360,375,KT_COMPLETENESS,opaque_48cae0_019
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,391,396,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,397,407,addElement,opaque_48cae0_021
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,412,429,KnowledgeTypeNode,opaque_48cae0_sym004
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,430,436,Critic,opaque_48cae0_023
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,437,451,KT_CONSISTENCY,opaque_48cae0_sym009
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,467,472,types,opaque_48cae0_025
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,473,483,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,488,505,KnowledgeTypeNode,opaque_48cae0_027
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,506,512,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,513,522,KT_SYNTAX,opaque_48cae0_029
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,538,543,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,544,554,addElement,opaque_48cae0_031
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,559,576,KnowledgeTypeNode,opaque_48cae0_sym004
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,577,583,Critic,opaque_48cae0_033
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,584,596,KT_SEMANTICS,opaque_48cae0_sym011
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,612,617,types,opaque_48cae0_035
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,618,628,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,633,650,KnowledgeTypeNode,opaque_48cae0_037
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,651,657,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,658,673,KT_OPTIMIZATION,opaque_48cae0_039
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,689,694,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,695,705,addElement,opaque_48cae0_041
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,710,727,KnowledgeTypeNode,opaque_48cae0_sym004
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,728,734,Critic,opaque_48cae0_043
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,735,750,KT_PRESENTATION,opaque_48cae0_sym013
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,766,771,types,opaque_48cae0_045
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,772,782,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,787,804,KnowledgeTypeNode,opaque_48cae0_047
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,805,811,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,812,829,KT_ORGANIZATIONAL,opaque_48cae0_049
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,845,850,types,opaque_48cae0_sym002
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,851,861,addElement,opaque_48cae0_051
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,type_identifier,866,883,KnowledgeTypeNode,opaque_48cae0_sym004
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,884,890,Critic,opaque_48cae0_053
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,891,906,KT_EXPERIENCIAL,opaque_48cae0_sym015
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,922,927,types,opaque_48cae0_055
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,928,938,addElement,opaque_48cae0_sym003
rq3g_java_086,rq0_0227,java,identity_fragmentation,type_identifier,943,960,KnowledgeTypeNode,opaque_48cae0_057
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,961,967,Critic,opaque_48cae0_sym005
rq3g_java_086,rq0_0227,java,identity_fragmentation,identifier,968,975,KT_TOOL,opaque_48cae0_059
rq3g_java_086,rq0_0227,java,semantic_identifier_masking,identifier,1004,1009,types,opaque_48cae0_sym002
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,11,19,hashCode,opaque_4942c3_sym000
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,42,47,PRIME,opaque_4942c3_001
rq3g_java_087,rq0_0280,java,literal_corruption,decimal_integer_literal,50,52,31,31337
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,66,72,result,opaque_4942c3_sym002
rq3g_java_087,rq0_0280,java,literal_corruption,decimal_integer_literal,75,76,1,31434
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,91,95,name,opaque_4942c3_003
rq3g_java_087,rq0_0280,java,operator_inversion,!=,96,98,!=,==
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,120,126,result,opaque_4942c3_sym002
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,130,134,name,opaque_4942c3_005
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,135,143,hashCode,opaque_4942c3_sym000
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,165,171,result,opaque_4942c3_007
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,175,180,PRIME,opaque_4942c3_sym001
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,195,198,num,opaque_4942c3_009
rq3g_java_087,rq0_0280,java,operator_inversion,!=,199,201,!=,==
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,223,229,result,opaque_4942c3_sym002
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,233,236,num,opaque_4942c3_011
rq3g_java_087,rq0_0280,java,semantic_identifier_masking,identifier,237,245,hashCode,opaque_4942c3_sym000
rq3g_java_087,rq0_0280,java,identity_fragmentation,identifier,274,280,result,opaque_4942c3_013
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,type_identifier,7,12,Point,opaque_6e7bd1_sym000
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,13,28,getClosestPoint,opaque_6e7bd1_001
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,type_identifier,29,34,Point,opaque_6e7bd1_sym000
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,35,44,anotherPt,opaque_6e7bd1_003
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,type_identifier,56,65,Rectangle,opaque_6e7bd1_sym003
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,66,67,r,opaque_6e7bd1_005
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,70,79,getBounds,opaque_6e7bd1_sym005
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,97,99,xs,opaque_6e7bd1_007
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,103,104,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,105,106,x,opaque_6e7bd1_009
rq3g_java_088,rq0_0290,java,operator_inversion,+,107,108,+,-
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,109,110,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,111,116,width,opaque_6e7bd1_011
rq3g_java_088,rq0_0290,java,operator_inversion,/,117,118,/,*
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,119,120,2,31337
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,142,143,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,144,145,x,opaque_6e7bd1_013
rq3g_java_088,rq0_0290,java,operator_inversion,+,146,147,+,-
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,148,149,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,150,155,width,opaque_6e7bd1_015
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,177,178,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,179,180,x,opaque_6e7bd1_017
rq3g_java_088,rq0_0290,java,operator_inversion,+,181,182,+,-
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,183,184,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,185,190,width,opaque_6e7bd1_019
rq3g_java_088,rq0_0290,java,operator_inversion,/,191,192,/,*
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,193,194,2,31434
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,216,217,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,218,219,x,opaque_6e7bd1_021
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,241,242,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,243,244,x,opaque_6e7bd1_023
rq3g_java_088,rq0_0290,java,operator_inversion,+,245,246,+,-
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,247,248,r,opaque_6e7bd1_sym004
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,249,254,width,opaque_6e7bd1_025
rq3g_java_088,rq0_0290,java,operator_inversion,/,255,256,/,*
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,257,258,2,31531
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,285,287,ys,opaque_6e7bd1_sym009
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,291,292,r,opaque_6e7bd1_027
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,293,294,y,opaque_6e7bd1_sym010
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,316,317,r,opaque_6e7bd1_029
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,318,319,y,opaque_6e7bd1_sym010
rq3g_java_088,rq0_0290,java,operator_inversion,+,320,321,+,-
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,322,323,r,opaque_6e7bd1_031
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,324,330,height,opaque_6e7bd1_sym011
rq3g_java_088,rq0_0290,java,operator_inversion,/,331,332,/,*
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,333,334,2,31628
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,356,357,r,opaque_6e7bd1_033
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,358,359,y,opaque_6e7bd1_sym010
rq3g_java_088,rq0_0290,java,operator_inversion,+,360,361,+,-
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,362,363,r,opaque_6e7bd1_035
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,364,370,height,opaque_6e7bd1_sym011
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,392,393,r,opaque_6e7bd1_037
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,394,395,y,opaque_6e7bd1_sym010
rq3g_java_088,rq0_0290,java,operator_inversion,+,396,397,+,-
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,398,399,r,opaque_6e7bd1_039
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,400,406,height,opaque_6e7bd1_sym011
rq3g_java_088,rq0_0290,java,operator_inversion,/,407,408,/,*
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,409,410,2,31725
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,432,433,r,opaque_6e7bd1_041
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,434,435,y,opaque_6e7bd1_sym010
rq3g_java_088,rq0_0290,java,identity_fragmentation,type_identifier,456,461,Point,opaque_6e7bd1_043
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,462,463,p,opaque_6e7bd1_sym012
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,478,486,Geometry,opaque_6e7bd1_045
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,487,498,ptClosestTo,opaque_6e7bd1_sym014
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,516,518,xs,opaque_6e7bd1_047
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,536,538,ys,opaque_6e7bd1_sym009
rq3g_java_088,rq0_0290,java,literal_corruption,decimal_integer_literal,556,557,5,31822
rq3g_java_088,rq0_0290,java,identity_fragmentation,identifier,575,584,anotherPt,opaque_6e7bd1_049
rq3g_java_088,rq0_0290,java,semantic_identifier_masking,identifier,602,603,p,opaque_6e7bd1_sym012
rq3g_java_089,rq0_0031,java,semantic_cue_erasure,pygments_comment_fallback,-1,-1,1 residual comment token(s),opaque semantic cue
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,type_identifier,271,290,ComparisonCompactor,opaque_3f54f9_sym000
rq3g_java_089,rq0_0031,java,identity_fragmentation,identifier,290,290,,opaque_3f54f9_001
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,295,308,contextLength,opaque_3f54f9_sym002
rq3g_java_089,rq0_0031,java,identity_fragmentation,type_identifier,310,316,String,opaque_3f54f9_003
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,317,325,expected,opaque_3f54f9_sym004
rq3g_java_089,rq0_0031,java,identity_fragmentation,type_identifier,327,333,String,opaque_3f54f9_005
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,334,340,actual,opaque_3f54f9_sym005
rq3g_java_089,rq0_0031,java,identity_fragmentation,identifier,347,361,fContextLength,opaque_3f54f9_007
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,363,376,contextLength,opaque_3f54f9_sym002
rq3g_java_089,rq0_0031,java,identity_fragmentation,identifier,381,390,fExpected,opaque_3f54f9_009
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,392,400,expected,opaque_3f54f9_sym004
rq3g_java_089,rq0_0031,java,identity_fragmentation,identifier,405,412,fActual,opaque_3f54f9_011
rq3g_java_089,rq0_0031,java,semantic_identifier_masking,identifier,414,420,actual,opaque_3f54f9_sym005
rq3g_java_090,rq0_0115,java,semantic_identifier_masking,identifier,8,16,selenium,opaque_1b36bc_sym000
rq3g_java_090,rq0_0115,java,identity_fragmentation,identifier,17,26,isVisible,opaque_1b36bc_001
rq3g_java_090,rq0_0115,java,literal_corruption,string_literal,35,79,"""//td[@id='cke_contents__19_editor']/iframe""","""opaque_000"""
rq3g_java_090,rq0_0115,java,semantic_identifier_masking,type_identifier,117,126,Exception,opaque_1b36bc_sym002
rq3g_java_090,rq0_0115,java,identity_fragmentation,identifier,127,128,e,opaque_1b36bc_003
rq3g_java_090,rq0_0115,java,semantic_identifier_masking,identifier,141,147,Thread,opaque_1b36bc_sym004
rq3g_java_090,rq0_0115,java,identity_fragmentation,identifier,148,153,sleep,opaque_1b36bc_005
rq3g_java_090,rq0_0115,java,literal_corruption,decimal_integer_literal,154,158,1000,31434
rq3g_java_091,rq0_0092,java,semantic_identifier_masking,type_identifier,8,12,Node,opaque_ae2a7f_sym000
rq3g_java_091,rq0_0092,java,identity_fragmentation,identifier,13,14,r,opaque_ae2a7f_001
rq3g_java_091,rq0_0092,java,semantic_identifier_masking,identifier,17,18,x,opaque_ae2a7f_sym002
rq3g_java_091,rq0_0092,java,identity_fragmentation,identifier,19,27,getRight,opaque_ae2a7f_003
rq3g_java_091,rq0_0092,java,semantic_identifier_masking,identifier,44,45,r,opaque_ae2a7f_sym001
rq3g_java_091,rq0_0092,java,operator_inversion,!=,46,48,!=,==
rq3g_java_091,rq0_0092,java,identity_fragmentation,identifier,69,70,x,opaque_ae2a7f_005
rq3g_java_091,rq0_0092,java,semantic_identifier_masking,identifier,73,74,r,opaque_ae2a7f_sym001
rq3g_java_091,rq0_0092,java,identity_fragmentation,type_identifier,89,93,Node,opaque_ae2a7f_007
rq3g_java_091,rq0_0092,java,semantic_identifier_masking,identifier,94,95,l,opaque_ae2a7f_sym004
rq3g_java_091,rq0_0092,java,identity_fragmentation,identifier,98,99,x,opaque_ae2a7f_009
