model_key,model,concurrency_group,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,margin_ab,margin_ba,content_margin,position_margin,debiased_correct,content_tie,ab_first_choice,ba_first_choice,snippet_i,snippet_j,snippet_i_key,snippet_j_key,abs_c,abs_b,decile
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0076,java,easy,2.317610729524489,-2.317610729524489,False,False,,False,True,2.0,3.25,-0.625,2.625,True,False,True,True,rq0_0013,rq0_0041,java::rq0_0013,java::rq0_0041,0.625,2.625,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0077,java,easy,2.8180039552172755,-2.8180039552172755,True,True,-1.0,True,True,-6.75,6.25,-6.5,-0.25,True,False,False,True,rq0_0013,rq0_0052,java::rq0_0013,java::rq0_0052,6.5,0.25,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0078,java,easy,1.7175785069127514,-1.7175785069127514,True,True,-1.0,True,True,-7.75,7.25,-7.5,-0.25,True,False,False,True,rq0_0013,rq0_0101,java::rq0_0013,java::rq0_0101,7.5,0.25,7
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0079,java,easy,3.66133028005574,-3.66133028005574,True,True,-1.0,True,True,-9.5,8.5,-9.0,-0.5,True,False,False,True,rq0_0013,rq0_0147,java::rq0_0013,java::rq0_0147,9.0,0.5,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0080,java,easy,2.305963666441241,-2.305963666441241,False,False,,False,True,3.5,8.5,-2.5,6.0,True,False,True,True,rq0_0013,rq0_0169,java::rq0_0013,java::rq0_0169,2.5,6.0,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0081,java,easy,2.6347007001314773,-2.6347007001314773,False,False,,False,True,3.0,7.0,-2.0,5.0,True,False,True,True,rq0_0013,rq0_0176,java::rq0_0013,java::rq0_0176,2.0,5.0,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0082,java,easy,2.8510893001732094,-2.8510893001732094,True,False,1.0,False,False,7.25,-6.0,6.625,0.625,False,False,True,False,rq0_0013,rq0_0216,java::rq0_0013,java::rq0_0216,6.625,0.625,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0083,java,easy,3.94013155237586,-3.94013155237586,True,True,-1.0,True,True,-5.75,7.5,-6.625,0.875,True,False,False,True,rq0_0013,rq0_0246,java::rq0_0013,java::rq0_0246,6.625,0.875,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0084,java,easy,3.758624510342083,-3.758624510342083,True,False,1.0,False,False,6.75,-2.25,4.5,2.25,False,False,True,False,rq0_0013,rq0_0288,java::rq0_0013,java::rq0_0288,4.5,2.25,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0085,java,easy,1.39903296390301,-1.39903296390301,False,False,,False,True,4.5,8.25,-1.875,6.375,True,False,True,True,rq0_0013,rq0_0308,java::rq0_0013,java::rq0_0308,1.875,6.375,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0086,java,easy,1.6460303476736415,-1.6460303476736415,True,True,-1.0,True,True,-5.5,1.25,-3.375,-2.125,True,False,False,True,rq0_0014,rq0_0046,java::rq0_0014,java::rq0_0046,3.375,2.125,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0087,java,easy,1.619693862110862,-1.619693862110862,True,True,-1.0,True,True,-7.0,5.75,-6.375,-0.625,True,False,False,True,rq0_0014,rq0_0049,java::rq0_0014,java::rq0_0049,6.375,0.625,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0088,java,easy,1.3958337348272494,-1.3958337348272494,True,False,1.0,False,False,1.25,-4.0,2.625,-1.375,False,False,True,False,rq0_0014,rq0_0059,java::rq0_0014,java::rq0_0059,2.625,1.375,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0089,java,easy,1.98840465998976,-1.98840465998976,True,True,-1.0,True,True,-6.75,6.75,-6.75,0.0,True,False,False,True,rq0_0014,rq0_0078,java::rq0_0014,java::rq0_0078,6.75,0.0,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0090,java,easy,1.448506705952805,-1.448506705952805,False,False,,False,True,2.25,4.75,-1.25,3.5,True,False,True,True,rq0_0014,rq0_0094,java::rq0_0014,java::rq0_0094,1.25,3.5,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0091,java,easy,1.965033979369205,-1.9650339793692055,False,False,,False,True,5.0,6.5,-0.75,5.75,True,False,True,True,rq0_0014,rq0_0114,java::rq0_0014,java::rq0_0114,0.75,5.75,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0092,java,easy,1.4419850366946836,-1.4419850366946836,True,False,1.0,False,False,7.75,-7.5,7.625,0.125,False,False,True,False,rq0_0014,rq0_0124,java::rq0_0014,java::rq0_0124,7.625,0.125,7
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0093,java,easy,1.0469954068895824,1.0469954068895824,False,False,,True,False,0.0,6.25,-3.125,3.125,False,False,True,True,rq0_0014,rq0_0149,java::rq0_0014,java::rq0_0149,3.125,3.125,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0094,java,easy,1.6969071074753348,-1.6969071074753348,False,False,,False,True,6.5,1.0,2.75,3.75,False,False,True,True,rq0_0014,rq0_0215,java::rq0_0014,java::rq0_0215,2.75,3.75,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0095,java,easy,2.4229352756104348,-2.4229352756104348,True,False,1.0,False,False,0.75,-5.5,3.125,-2.375,False,False,True,False,rq0_0014,rq0_0221,java::rq0_0014,java::rq0_0221,3.125,2.375,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0096,java,easy,2.0599211915428848,-2.0599211915428848,True,False,1.0,False,False,8.0,-9.25,8.625,-0.625,False,False,True,False,rq0_0014,rq0_0248,java::rq0_0014,java::rq0_0248,8.625,0.625,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0097,java,easy,2.106918845022262,2.106918845022262,True,False,-1.0,False,False,-4.75,2.25,-3.5,-1.25,False,False,False,True,rq0_0015,rq0_0056,java::rq0_0015,java::rq0_0056,3.5,1.25,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0098,java,easy,1.738208047143366,1.738208047143366,True,True,1.0,True,True,8.75,-8.75,8.75,0.0,True,False,True,False,rq0_0015,rq0_0084,java::rq0_0015,java::rq0_0084,8.75,0.0,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0099,java,easy,1.4670129939644752,1.4670129939644752,False,False,,True,False,3.75,7.75,-2.0,5.75,False,False,True,True,rq0_0015,rq0_0116,java::rq0_0015,java::rq0_0116,2.0,5.75,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0100,java,easy,1.1146876168581417,1.1146876168581417,False,False,,True,False,3.0,3.75,-0.375,3.375,False,False,True,True,rq0_0015,rq0_0181,java::rq0_0015,java::rq0_0181,0.375,3.375,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0101,java,easy,1.4481558337827165,1.4481558337827165,True,True,1.0,True,True,9.0,-10.0,9.5,-0.5,True,False,True,False,rq0_0015,rq0_0274,java::rq0_0015,java::rq0_0274,9.5,0.5,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0102,java,easy,2.1741840019178165,2.1741840019178165,True,True,1.0,True,True,8.75,-11.0,9.875,-1.125,True,False,True,False,rq0_0015,rq0_0283,java::rq0_0015,java::rq0_0283,9.875,1.125,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0103,java,easy,1.8111699178502665,1.8111699178502665,True,True,1.0,True,True,9.5,-10.25,9.875,-0.375,True,False,True,False,rq0_0015,rq0_0291,java::rq0_0015,java::rq0_0291,9.875,0.375,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0104,java,easy,1.2641513070133583,-1.2641513070133583,True,True,-1.0,True,True,-1.25,7.5,-4.375,3.125,True,False,False,True,rq0_0016,rq0_0029,java::rq0_0016,java::rq0_0029,4.375,3.125,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0105,java,easy,1.5767457582737885,-1.5767457582737885,False,False,,False,True,6.75,2.0,2.375,4.375,False,False,True,True,rq0_0016,rq0_0107,java::rq0_0016,java::rq0_0107,2.375,4.375,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0106,java,easy,1.292008972274279,-1.292008972274279,False,False,,False,True,6.5,6.5,0.0,6.5,False,True,True,True,rq0_0016,rq0_0169,java::rq0_0016,java::rq0_0169,0.0,6.5,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0107,java,easy,2.586342266607722,-2.586342266607722,True,False,1.0,False,False,10.25,-8.0,9.125,1.125,False,False,True,False,rq0_0016,rq0_0173,java::rq0_0016,java::rq0_0173,9.125,1.125,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0108,java,easy,2.200148690073797,-2.200148690073797,True,True,-1.0,True,True,-2.75,8.25,-5.5,2.75,True,False,False,True,rq0_0016,rq0_0222,java::rq0_0016,java::rq0_0222,5.5,2.75,5
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0109,java,easy,1.474120521938697,-1.474120521938697,True,False,1.0,False,False,8.5,-5.25,6.875,1.625,False,False,True,False,rq0_0016,rq0_0238,java::rq0_0016,java::rq0_0238,6.875,1.625,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0110,java,easy,1.111106437871148,-1.111106437871148,True,False,1.0,False,False,7.5,-9.5,8.5,-1.0,False,False,True,False,rq0_0016,rq0_0258,java::rq0_0016,java::rq0_0258,8.5,1.0,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0111,java,easy,2.200148690073797,-2.200148690073797,True,False,1.0,False,False,3.0,-6.25,4.625,-1.625,False,False,True,False,rq0_0016,rq0_0297,java::rq0_0016,java::rq0_0297,4.625,1.625,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0112,java,easy,1.3299925209203034,1.3299925209203034,True,True,1.0,True,True,8.5,-9.0,8.75,-0.25,True,False,True,False,rq0_0017,rq0_0053,java::rq0_0017,java::rq0_0053,8.75,0.25,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0113,java,easy,1.5143479198597514,1.5143479198597514,True,True,1.0,True,True,7.25,-8.75,8.0,-0.75,True,False,True,False,rq0_0017,rq0_0064,java::rq0_0017,java::rq0_0064,8.0,0.75,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0114,java,easy,1.7029756186934808,1.7029756186934808,True,True,1.0,True,True,0.25,-8.75,4.5,-4.25,True,False,True,False,rq0_0017,rq0_0251,java::rq0_0017,java::rq0_0251,4.5,4.25,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0115,java,easy,1.0797959080739097,-1.0797959080739097,True,False,1.0,False,False,5.0,-4.5,4.75,0.25,False,False,True,False,rq0_0018,rq0_0027,java::rq0_0018,java::rq0_0027,4.75,0.25,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0116,java,easy,1.3563290064830809,1.3563290064830809,True,True,1.0,True,True,6.75,-6.0,6.375,0.375,True,False,True,False,rq0_0018,rq0_0056,java::rq0_0018,java::rq0_0056,6.375,0.375,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0117,java,easy,2.9148836752632548,2.9148836752632548,False,False,,True,False,6.75,2.25,2.25,4.5,True,False,True,True,rq0_0018,rq0_0111,java::rq0_0018,java::rq0_0111,2.25,4.5,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0118,java,easy,1.3856312969880842,-1.3856312969880842,False,False,,False,True,10.5,6.5,2.0,8.5,False,False,True,True,rq0_0018,rq0_0114,java::rq0_0018,java::rq0_0114,2.0,8.5,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0119,java,easy,1.6051012054124107,1.6051012054124107,True,True,1.0,True,True,8.5,-10.25,9.375,-0.875,True,False,True,False,rq0_0018,rq0_0202,java::rq0_0018,java::rq0_0202,9.375,0.875,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0120,java,easy,1.2420871213448608,1.2420871213448608,True,True,1.0,True,True,8.75,-10.75,9.75,-1.0,True,False,True,False,rq0_0018,rq0_0225,java::rq0_0018,java::rq0_0225,9.75,1.0,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0121,java,easy,1.9795087171026524,1.9795087171026524,False,False,,True,False,6.25,2.5,1.875,4.375,True,False,True,True,rq0_0019,rq0_0276,java::rq0_0019,java::rq0_0276,1.875,4.375,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0122,java,easy,1.171973607543633,-1.171973607543633,True,False,1.0,False,False,5.25,-4.0,4.625,0.625,False,False,True,False,rq0_0020,rq0_0060,java::rq0_0020,java::rq0_0060,4.625,0.625,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0123,java,easy,1.027122936948353,1.027122936948353,True,True,1.0,True,True,8.25,-9.5,8.875,-0.625,True,False,True,False,rq0_0020,rq0_0089,java::rq0_0020,java::rq0_0089,8.875,0.625,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0124,java,easy,1.0347793891513497,-1.0347793891513497,False,False,,False,True,0.25,7.0,-3.375,3.625,True,False,True,True,rq0_0020,rq0_0109,java::rq0_0020,java::rq0_0109,3.375,3.625,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0125,java,easy,2.7663945136795123,-2.7663945136795123,False,False,,False,True,4.0,2.0,1.0,3.0,False,False,True,True,rq0_0020,rq0_0122,java::rq0_0020,java::rq0_0122,1.0,3.0,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0126,java,easy,1.013437451277731,-1.013437451277731,False,False,,False,True,7.0,6.0,0.5,6.5,False,False,True,True,rq0_0020,rq0_0129,java::rq0_0020,java::rq0_0129,0.5,6.5,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0127,java,easy,1.3089743474022395,-1.3089743474022395,True,True,-1.0,True,True,-8.5,5.75,-7.125,-1.375,True,False,False,True,rq0_0020,rq0_0144,java::rq0_0020,java::rq0_0144,7.125,1.375,7
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0128,java,easy,1.7787649210693437,-1.7787649210693437,True,False,1.0,False,False,2.5,-2.25,2.375,0.125,False,False,True,False,rq0_0020,rq0_0189,java::rq0_0020,java::rq0_0189,2.375,0.125,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0129,java,easy,1.0271229369483517,1.0271229369483517,True,True,1.0,True,True,6.25,-7.25,6.75,-0.5,True,False,True,False,rq0_0021,rq0_0041,java::rq0_0021,java::rq0_0041,6.75,0.5,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0130,java,easy,2.120087087803652,2.1200870878036517,True,True,1.0,True,True,8.0,-10.75,9.375,-1.375,True,False,True,False,rq0_0021,rq0_0064,java::rq0_0021,java::rq0_0064,9.375,1.375,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0131,java,easy,1.3371290109451013,1.3371290109451013,False,False,,True,False,3.25,0.25,1.5,1.75,True,False,True,True,rq0_0021,rq0_0132,java::rq0_0021,java::rq0_0132,1.5,1.75,2
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0132,java,easy,1.111917630941008,1.111917630941008,True,False,-1.0,False,False,-3.25,4.75,-4.0,0.75,False,False,False,True,rq0_0021,rq0_0167,java::rq0_0021,java::rq0_0167,4.0,0.75,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0133,java,easy,3.3977570388400298,3.3977570388400298,True,True,1.0,True,True,7.5,-9.25,8.375,-0.875,True,False,True,False,rq0_0021,rq0_0218,java::rq0_0021,java::rq0_0218,8.375,0.875,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0134,java,easy,2.3087147866373807,2.3087147866373807,True,True,1.0,True,True,6.75,-9.75,8.25,-1.5,True,False,True,False,rq0_0021,rq0_0276,java::rq0_0021,java::rq0_0276,8.25,1.5,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0135,java,easy,1.9457007025698307,1.9457007025698307,True,True,1.0,True,True,7.5,-7.75,7.625,-0.125,True,False,True,False,rq0_0021,rq0_0308,java::rq0_0021,java::rq0_0308,7.625,0.125,7
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0136,java,easy,1.092964150855299,-1.092964150855299,False,False,,False,True,4.0,4.5,-0.25,4.25,True,False,True,True,rq0_0022,rq0_0048,java::rq0_0022,java::rq0_0048,0.25,4.25,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0137,java,easy,1.968772401586821,1.9687724015868215,True,True,1.0,True,True,9.25,-3.5,6.375,2.875,True,False,True,False,rq0_0022,rq0_0149,java::rq0_0022,java::rq0_0149,6.375,2.875,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0138,java,easy,1.0492730338073222,1.0492730338073222,True,True,1.0,True,True,7.5,-1.5,4.5,3.0,True,False,True,False,rq0_0022,rq0_0180,java::rq0_0022,java::rq0_0180,4.5,3.0,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0139,java,easy,1.1381441968456452,-1.1381441968456452,True,False,1.0,False,False,8.0,-10.75,9.375,-1.375,False,False,True,False,rq0_0022,rq0_0208,java::rq0_0022,java::rq0_0208,9.375,1.375,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0140,java,easy,2.128982559762303,2.1289825597623024,True,True,1.0,True,True,9.0,-11.0,10.0,-1.0,True,False,True,False,rq0_0022,rq0_0217,java::rq0_0022,java::rq0_0217,10.0,1.0,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0141,java,easy,1.1381441968456452,-1.1381441968456452,True,False,1.0,False,False,8.0,-8.25,8.125,-0.125,False,False,True,False,rq0_0022,rq0_0244,java::rq0_0022,java::rq0_0244,8.125,0.125,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0142,java,easy,1.2214473495934286,1.2214473495934286,True,True,1.0,True,True,8.75,-8.25,8.5,0.25,True,False,True,False,rq0_0022,rq0_0308,java::rq0_0022,java::rq0_0308,8.5,0.25,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0143,java,easy,1.6459633365324686,-1.6459633365324686,True,False,1.0,False,False,2.75,-6.75,4.75,-2.0,False,False,True,False,rq0_0023,rq0_0100,java::rq0_0023,java::rq0_0100,4.75,2.0,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0144,java,easy,1.2751946443563629,-1.2751946443563629,True,True,-1.0,True,True,-7.75,6.0,-6.875,-0.875,True,False,False,True,rq0_0023,rq0_0130,java::rq0_0023,java::rq0_0130,6.875,0.875,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0145,java,easy,2.600614067561452,-2.6006140675614517,True,True,-1.0,True,True,-6.0,8.0,-7.0,1.0,True,False,False,True,rq0_0023,rq0_0137,java::rq0_0023,java::rq0_0137,7.0,1.0,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0146,java,easy,1.859292642002938,-1.859292642002938,True,True,-1.0,True,True,-8.5,8.0,-8.25,-0.25,True,False,False,True,rq0_0023,rq0_0160,java::rq0_0023,java::rq0_0160,8.25,0.25,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0147,java,easy,3.155733699303857,-3.155733699303857,True,True,-1.0,True,True,-7.25,4.75,-6.0,-1.25,True,False,False,True,rq0_0023,rq0_0203,java::rq0_0023,java::rq0_0203,6.0,1.25,5
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0148,java,easy,1.1591562369323332,-1.1591562369323332,True,False,1.0,False,False,4.75,-3.25,4.0,0.75,False,False,True,False,rq0_0023,rq0_0214,java::rq0_0023,java::rq0_0214,4.0,0.75,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0149,java,easy,1.1591562369323332,-1.1591562369323332,True,False,1.0,False,False,8.5,-8.25,8.375,0.125,False,False,True,False,rq0_0023,rq0_0247,java::rq0_0023,java::rq0_0247,8.375,0.125,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0150,java,easy,1.3406632789661073,-1.3406632789661073,True,False,1.0,False,False,4.75,-7.75,6.25,-1.5,False,False,True,False,rq0_0023,rq0_0260,java::rq0_0023,java::rq0_0260,6.25,1.5,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0151,java,easy,2.3834519434314347,-2.3834519434314347,True,True,-1.0,True,True,-11.0,8.25,-9.625,-1.375,True,False,False,True,rq0_0024,rq0_0058,java::rq0_0024,java::rq0_0058,9.625,1.375,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0152,java,easy,2.080582359459484,-2.080582359459484,True,True,-1.0,True,True,-9.5,8.5,-9.0,-0.5,True,False,False,True,rq0_0024,rq0_0069,java::rq0_0024,java::rq0_0069,9.0,0.5,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0153,java,easy,1.935731688864204,-1.935731688864204,True,True,-1.0,True,True,-11.0,9.0,-10.0,-1.0,True,False,False,True,rq0_0024,rq0_0083,java::rq0_0024,java::rq0_0083,10.0,1.0,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0154,java,easy,2.513338159921462,-2.513338159921462,True,True,-1.0,True,True,-6.0,0.5,-3.25,-2.75,True,False,False,True,rq0_0024,rq0_0192,java::rq0_0024,java::rq0_0192,3.25,2.75,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0155,java,easy,1.7873099917863629,-1.7873099917863629,True,False,1.0,False,False,1.0,-5.25,3.125,-2.125,False,False,True,False,rq0_0024,rq0_0206,java::rq0_0024,java::rq0_0206,3.125,2.125,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0156,java,easy,1.4242959077188129,-1.4242959077188129,True,False,1.0,False,False,2.25,-8.0,5.125,-2.875,False,False,True,False,rq0_0024,rq0_0212,java::rq0_0024,java::rq0_0212,5.125,2.875,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0157,java,easy,3.057859286022788,-3.057859286022788,True,True,-1.0,True,True,-10.25,9.5,-9.875,-0.375,True,False,False,True,rq0_0024,rq0_0246,java::rq0_0024,java::rq0_0246,9.875,0.375,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0158,java,easy,2.694845201955238,-2.694845201955238,True,True,-1.0,True,True,-8.75,8.75,-8.75,0.0,True,False,False,True,rq0_0024,rq0_0250,java::rq0_0024,java::rq0_0250,8.75,0.0,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0159,java,easy,1.7873099917863629,-1.7873099917863629,False,False,,True,False,-3.75,-1.75,-1.0,-2.75,True,False,False,False,rq0_0024,rq0_0259,java::rq0_0024,java::rq0_0259,1.0,2.75,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0160,java,easy,1.14102410242092,1.14102410242092,True,True,1.0,True,True,7.25,-5.0,6.125,1.125,True,False,True,False,rq0_0025,rq0_0181,java::rq0_0025,java::rq0_0181,6.125,1.125,5
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0161,java,easy,1.2929852773117203,1.2929852773117203,True,True,1.0,True,True,10.5,-7.75,9.125,1.375,True,False,True,False,rq0_0025,rq0_0281,java::rq0_0025,java::rq0_0281,9.125,1.375,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0162,java,easy,2.38202752951437,2.38202752951437,True,True,1.0,True,True,9.0,-9.25,9.125,-0.125,True,False,True,False,rq0_0025,rq0_0295,java::rq0_0025,java::rq0_0295,9.125,0.125,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0163,java,easy,1.5275161626411409,-1.5275161626411409,True,False,1.0,False,False,4.0,-3.25,3.625,0.375,False,False,True,False,rq0_0026,rq0_0057,java::rq0_0026,java::rq0_0057,3.625,0.375,3
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0164,java,easy,2.2649377583989323,-2.2649377583989323,False,False,,True,False,-9.0,-0.5,-4.25,-4.75,True,False,False,False,rq0_0026,rq0_0087,java::rq0_0026,java::rq0_0087,4.25,4.75,4
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0165,java,easy,1.2378148214505793,1.2378148214505793,True,True,1.0,True,True,10.5,-9.5,10.0,0.5,True,False,True,False,rq0_0026,rq0_0089,java::rq0_0026,java::rq0_0089,10.0,0.5,10
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0166,java,easy,1.857475292552026,-1.857475292552026,True,False,1.0,False,False,9.75,-8.5,9.125,0.625,False,False,True,False,rq0_0026,rq0_0115,java::rq0_0026,java::rq0_0115,9.125,0.625,9
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0167,java,easy,2.0674141166780946,2.0674141166780946,True,True,1.0,True,True,6.5,-7.0,6.75,-0.25,True,False,True,False,rq0_0027,rq0_0050,java::rq0_0027,java::rq0_0050,6.75,0.25,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0168,java,easy,1.6196938621108643,1.6196938621108643,True,True,1.0,True,True,6.75,-4.25,5.5,1.25,True,False,True,False,rq0_0027,rq0_0067,java::rq0_0027,java::rq0_0067,5.5,1.25,5
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0169,java,easy,1.661323495893415,1.661323495893415,True,False,-1.0,False,False,-7.25,5.75,-6.5,-0.75,False,False,False,True,rq0_0027,rq0_0130,java::rq0_0027,java::rq0_0130,6.5,0.75,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0170,java,easy,1.0224359926318007,1.0224359926318007,True,False,-1.0,False,False,-8.75,7.5,-8.125,-0.625,False,False,False,True,rq0_0027,rq0_0165,java::rq0_0027,java::rq0_0165,8.125,0.625,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0171,java,easy,1.1250858737223974,1.1250858737223974,True,False,-1.0,False,False,-7.25,6.75,-7.0,-0.25,False,False,False,True,rq0_0027,rq0_0167,java::rq0_0027,java::rq0_0167,7.0,0.25,6
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0172,java,easy,2.35797346514863,2.35797346514863,False,False,,True,False,2.5,1.5,0.5,2.0,True,False,True,True,rq0_0027,rq0_0183,java::rq0_0027,java::rq0_0183,0.5,2.0,1
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0173,java,easy,1.414347819249895,1.414347819249895,True,True,1.0,True,True,7.0,-8.75,7.875,-0.875,True,False,True,False,rq0_0027,rq0_0233,java::rq0_0027,java::rq0_0233,7.875,0.875,8
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0174,java,easy,2.3218830294187702,2.3218830294187702,True,True,1.0,True,True,5.0,-9.5,7.25,-2.25,True,False,True,False,rq0_0027,rq0_0251,java::rq0_0027,java::rq0_0251,7.25,2.25,7
gemma,google/gemma-3-12b-it,pair2_gemma_ministral,rq1_0175,java,easy,1.23284077721612,1.23284077721612,True,True,1.0,True,True,8.0,-10.25,9.125,-1.125,True,False,True,False,rq0_0027,rq0_0262,java::rq0_0027,java::rq0_0262,9.125,1.125,9
