model,model_revision,language,base_id,rq0_id,score_stratum,contrast_type,variant_i,variant_j,preference_target_variant,contrast_id,ab_choice,ba_choice,strict_valid,target_selected,parse_failure,margin_ab,margin_ba,content_signal_c,position_bias_b,target_content_signal,debiased_target_selected,debiased_tie
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_027,rq0_0038,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_027__c3,golden,golden,True,True,False,5.75,-4.75,5.25,0.5,5.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_027,rq0_0038,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_027__c4,ugly_gold,ugly_gold,True,True,False,4.0,-4.625,4.3125,-0.3125,4.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_027,rq0_0038,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_027__c5,ugly_gold,ugly_gold,True,True,False,4.375,-4.625,4.5,-0.125,4.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_027,rq0_0038,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_027__c6,ugly_trash,beautiful_trash,False,False,False,-1.125,-1.375,0.125,-1.25,0.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_028__c1,golden,golden,True,True,False,0.75,-0.75,0.75,0.0,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_028__c2,golden,golden,True,True,False,4.5,-4.0,4.25,0.25,4.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_028__c3,golden,golden,True,True,False,5.0,-4.125,4.5625,0.4375,4.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_028__c4,ugly_gold,ugly_gold,True,True,False,3.0,-4.0,3.5,-0.5,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_028__c5,ugly_gold,ugly_gold,True,True,False,3.875,-3.75,3.8125,0.0625,3.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_028,rq0_0067,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_028__c6,beautiful_trash,beautiful_trash,True,True,False,0.125,-2.125,1.125,-1.0,1.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_029__c1,ugly_gold,golden,False,False,False,-0.25,-0.5,0.125,-0.375,0.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_029__c2,golden,golden,True,True,False,3.625,-4.125,3.875,-0.25,3.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_029__c3,golden,golden,True,True,False,3.5,-4.0,3.75,-0.25,3.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_029__c4,ugly_gold,ugly_gold,True,True,False,3.125,-4.25,3.6875,-0.5625,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_029__c5,ugly_gold,ugly_gold,True,True,False,3.625,-3.875,3.75,-0.125,3.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_029,rq0_0254,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_029__c6,ugly_trash,beautiful_trash,False,False,False,-1.375,-1.875,0.25,-1.625,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_030__c1,ugly_gold,golden,False,False,False,-0.25,-2.0,0.875,-1.125,0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_030__c2,golden,golden,True,True,False,2.875,-4.5,3.6875,-0.8125,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_030__c3,golden,golden,True,True,False,3.375,-4.25,3.8125,-0.4375,3.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_030__c4,ugly_gold,ugly_gold,True,True,False,2.25,-4.5,3.375,-1.125,3.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_030__c5,ugly_gold,ugly_gold,True,True,False,2.625,-4.75,3.6875,-1.0625,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_030,rq0_0260,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_030__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-1.25,0.5,-0.75,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_031__c1,golden,golden,True,True,False,0.625,-1.625,1.125,-0.5,1.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_031__c2,golden,golden,True,True,False,2.0,-2.875,2.4375,-0.4375,2.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_031__c3,golden,golden,True,True,False,2.625,-2.875,2.75,-0.125,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_031__c4,ugly_gold,ugly_gold,True,True,False,1.25,-2.5,1.875,-0.625,1.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_031__c5,ugly_gold,ugly_gold,True,True,False,1.75,-2.5,2.125,-0.375,2.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_031,rq0_0267,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_031__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-1.625,0.6875,-0.9375,0.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_032__c1,ugly_gold,golden,False,False,False,-0.25,-1.75,0.75,-1.0,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_032__c2,golden,golden,True,True,False,4.25,-4.375,4.3125,-0.0625,4.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_032__c3,golden,golden,True,True,False,4.375,-4.375,4.375,0.0,4.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_032__c4,ugly_gold,ugly_gold,True,True,False,2.75,-4.25,3.5,-0.75,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_032__c5,ugly_gold,ugly_gold,True,True,False,2.625,-4.25,3.4375,-0.8125,3.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_032,rq0_0302,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_032__c6,ugly_trash,beautiful_trash,False,False,False,-0.5,-1.5,0.5,-1.0,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,visual_only_gold,golden,ugly_gold,golden,rq3g_java_033__c1,golden,golden,True,True,False,0.5,-1.25,0.875,-0.375,0.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_033__c2,golden,golden,True,True,False,3.875,-4.5,4.1875,-0.3125,4.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_033__c3,golden,golden,True,True,False,4.25,-4.0,4.125,0.125,4.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_033__c4,ugly_gold,ugly_gold,True,True,False,3.75,-4.625,4.1875,-0.4375,4.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_033__c5,ugly_gold,ugly_gold,True,True,False,4.0,-5.125,4.5625,-0.5625,4.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_033,rq0_0309,low,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_033__c6,ugly_trash,beautiful_trash,False,False,False,-1.625,-2.25,0.3125,-1.9375,0.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_034__c1,golden,golden,True,True,False,0.25,-0.75,0.5,-0.25,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_034__c2,golden,golden,True,True,False,3.125,-3.25,3.1875,-0.0625,3.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_034__c3,golden,golden,True,True,False,3.25,-3.5,3.375,-0.125,3.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_034__c4,ugly_gold,ugly_gold,True,True,False,3.0,-3.5,3.25,-0.25,3.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_034__c5,ugly_gold,ugly_gold,True,True,False,3.125,-3.625,3.375,-0.25,3.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_034,rq0_0188,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_034__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.5,0.375,-1.125,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_035__c1,golden,golden,True,True,False,1.25,-0.625,0.9375,0.3125,0.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_035__c2,golden,golden,True,True,False,4.125,-3.375,3.75,0.375,3.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_035__c3,golden,golden,True,True,False,4.25,-3.125,3.6875,0.5625,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_035__c4,ugly_gold,ugly_gold,True,True,False,2.875,-2.875,2.875,0.0,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_035__c5,ugly_gold,ugly_gold,True,True,False,3.625,-3.375,3.5,0.125,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_035,rq0_0181,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_035__c6,ugly_trash,beautiful_trash,False,False,False,-1.125,-1.875,0.375,-1.5,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_036__c1,golden,golden,True,True,False,0.375,-0.25,0.3125,0.0625,0.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_036__c2,golden,golden,True,True,False,3.75,-3.5,3.625,0.125,3.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_036__c3,golden,golden,True,True,False,4.375,-3.375,3.875,0.5,3.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_036__c4,ugly_gold,ugly_gold,True,True,False,2.625,-4.0,3.3125,-0.6875,3.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_036__c5,ugly_gold,ugly_gold,True,True,False,3.0,-4.0,3.5,-0.5,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_036,rq0_0113,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_036__c6,ugly_trash,beautiful_trash,False,False,False,-1.0,-1.75,0.375,-1.375,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_037__c1,ugly_gold,golden,False,False,False,-0.625,-1.375,0.375,-1.0,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_037__c2,golden,golden,True,True,False,2.25,-4.0,3.125,-0.875,3.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_037__c3,golden,golden,True,True,False,3.0,-4.375,3.6875,-0.6875,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_037__c4,ugly_gold,ugly_gold,True,True,False,1.5,-4.375,2.9375,-1.4375,2.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_037__c5,ugly_gold,ugly_gold,True,True,False,1.5,-4.375,2.9375,-1.4375,2.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_037,rq0_0213,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_037__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-2.0,0.625,-1.375,0.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_038__c1,golden,golden,True,True,False,0.25,-0.75,0.5,-0.25,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_038__c2,golden,golden,True,True,False,4.125,-4.5,4.3125,-0.1875,4.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_038__c3,golden,golden,True,True,False,4.75,-4.125,4.4375,0.3125,4.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_038__c4,ugly_gold,ugly_gold,True,True,False,3.5,-4.375,3.9375,-0.4375,3.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_038__c5,ugly_gold,ugly_gold,True,True,False,4.0,-4.0,4.0,0.0,4.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_038,rq0_0233,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_038__c6,ugly_trash,beautiful_trash,False,False,False,-0.875,-1.375,0.25,-1.125,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_039__c1,golden,golden,True,True,False,0.125,-1.5,0.8125,-0.6875,0.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_039__c2,golden,golden,True,True,False,3.875,-4.375,4.125,-0.25,4.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_039__c3,golden,golden,True,True,False,4.25,-4.0,4.125,0.125,4.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_039__c4,ugly_gold,ugly_gold,True,True,False,3.375,-4.375,3.875,-0.5,3.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_039__c5,ugly_gold,ugly_gold,True,True,False,3.25,-3.875,3.5625,-0.3125,3.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_039,rq0_0284,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_039__c6,ugly_trash,beautiful_trash,False,False,False,-0.875,-1.625,0.375,-1.25,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_040__c1,ugly_gold,golden,False,False,False,-0.5,-1.75,0.625,-1.125,0.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_040__c2,golden,golden,True,True,False,3.875,-4.125,4.0,-0.125,4.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_040__c3,golden,golden,True,True,False,3.625,-4.125,3.875,-0.25,3.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_040__c4,ugly_gold,ugly_gold,True,True,False,3.25,-4.125,3.6875,-0.4375,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_040__c5,ugly_gold,ugly_gold,True,True,False,3.375,-4.0,3.6875,-0.3125,3.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_040,rq0_0301,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_040__c6,ugly_trash,beautiful_trash,False,False,False,-1.0,-1.75,0.375,-1.375,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_java_041__c1,golden,golden,True,True,False,0.0,-1.375,0.6875,-0.6875,0.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_java_041__c2,golden,golden,True,True,False,1.875,-3.125,2.5,-0.625,2.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_java_041__c3,golden,golden,True,True,False,2.125,-3.375,2.75,-0.625,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_java_041__c4,ugly_gold,ugly_gold,True,True,False,1.375,-3.25,2.3125,-0.9375,2.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_java_041__c5,ugly_gold,ugly_gold,True,True,False,1.125,-2.625,1.875,-0.75,1.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_041,rq0_0123,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_java_041__c6,ugly_trash,beautiful_trash,False,False,False,-0.5,-1.125,0.3125,-0.8125,0.3125,True,False
