model_key,model,pair_id,language,difficulty,snippet_i,snippet_j,abs_b,abs_c,valid,correct,content_tie,boundary_abs_c_eq_abs_b,identity_predicted_valid,identity_violation_nonboundary,identity_mismatch_conservative_boundary_included
gemma,google/gemma-3-12b-it,rq1_2611,java,hard,rq0_0104,rq0_0121,0.125,9.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2612,java,hard,rq0_0104,rq0_0186,2.25,6.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2613,java,hard,rq0_0104,rq0_0191,0.25,1.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2614,java,hard,rq0_0104,rq0_0237,2.5,4.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2615,java,hard,rq0_0104,rq0_0245,0.625,2.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2616,java,hard,rq0_0104,rq0_0262,1.125,8.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2617,java,hard,rq0_0104,rq0_0269,0.25,10.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2618,java,hard,rq0_0105,rq0_0115,0.125,5.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2619,java,hard,rq0_0105,rq0_0192,1.75,2.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2620,java,hard,rq0_0105,rq0_0205,0.625,8.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2621,java,hard,rq0_0105,rq0_0206,0.375,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2622,java,hard,rq0_0105,rq0_0216,0.625,7.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2623,java,hard,rq0_0105,rq0_0239,2.625,5.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2624,java,hard,rq0_0105,rq0_0250,5.625,0.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2625,java,hard,rq0_0105,rq0_0256,1.625,0.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2626,java,hard,rq0_0106,rq0_0113,4.375,0.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2627,java,hard,rq0_0106,rq0_0136,2.375,3.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2628,java,hard,rq0_0106,rq0_0143,0.5,7.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2629,java,hard,rq0_0106,rq0_0301,1.625,8.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2630,java,hard,rq0_0106,rq0_0307,4.25,5.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2631,java,hard,rq0_0107,rq0_0148,0.125,6.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2632,java,hard,rq0_0107,rq0_0200,1.125,5.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2633,java,hard,rq0_0107,rq0_0205,0.25,9.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2634,java,hard,rq0_0107,rq0_0230,3.375,2.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2635,java,hard,rq0_0107,rq0_0234,6.875,1.375,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2636,java,hard,rq0_0107,rq0_0237,0.75,5.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2637,java,hard,rq0_0107,rq0_0269,1.375,7.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2638,java,hard,rq0_0108,rq0_0117,0.0,5.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2639,java,hard,rq0_0108,rq0_0131,0.75,9.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2640,java,hard,rq0_0108,rq0_0140,2.5,8.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2641,java,hard,rq0_0108,rq0_0234,2.0,5.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2642,java,hard,rq0_0108,rq0_0258,1.625,4.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2643,java,hard,rq0_0108,rq0_0262,2.0,3.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2644,java,hard,rq0_0109,rq0_0162,1.125,3.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2645,java,hard,rq0_0109,rq0_0190,0.125,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2646,java,hard,rq0_0109,rq0_0237,3.25,4.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2647,java,hard,rq0_0109,rq0_0258,0.75,8.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2648,java,hard,rq0_0109,rq0_0268,2.0,7.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2649,java,hard,rq0_0109,rq0_0269,0.375,9.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2650,java,hard,rq0_0110,rq0_0116,0.625,9.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2651,java,hard,rq0_0110,rq0_0162,0.25,9.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2652,java,hard,rq0_0110,rq0_0172,1.625,9.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2653,java,hard,rq0_0110,rq0_0190,1.0,4.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2654,java,hard,rq0_0110,rq0_0212,3.625,0.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2655,java,hard,rq0_0110,rq0_0214,0.875,4.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2656,java,hard,rq0_0110,rq0_0269,0.625,7.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2657,java,hard,rq0_0110,rq0_0300,2.5,3.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2658,java,hard,rq0_0112,rq0_0127,1.375,6.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2659,java,hard,rq0_0112,rq0_0132,1.25,7.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2660,java,hard,rq0_0112,rq0_0162,2.0,0.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2661,java,hard,rq0_0112,rq0_0190,1.625,6.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2662,java,hard,rq0_0112,rq0_0191,4.125,1.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2663,java,hard,rq0_0112,rq0_0285,0.125,7.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2664,java,hard,rq0_0113,rq0_0134,6.875,3.125,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2665,java,hard,rq0_0113,rq0_0167,4.0,1.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2666,java,hard,rq0_0113,rq0_0191,1.75,2.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2667,java,hard,rq0_0113,rq0_0198,7.75,1.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2668,java,hard,rq0_0113,rq0_0201,0.125,9.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2669,java,hard,rq0_0113,rq0_0212,2.0,7.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2670,java,hard,rq0_0114,rq0_0215,1.75,2.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2671,java,hard,rq0_0114,rq0_0266,3.375,1.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2672,java,hard,rq0_0115,rq0_0266,0.25,8.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2673,java,hard,rq0_0116,rq0_0171,4.75,2.75,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2674,java,hard,rq0_0116,rq0_0181,4.75,0.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2675,java,hard,rq0_0116,rq0_0273,2.625,5.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2676,java,hard,rq0_0116,rq0_0312,1.0,9.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2677,java,hard,rq0_0117,rq0_0144,0.875,9.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2678,java,hard,rq0_0117,rq0_0159,3.25,5.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2679,java,hard,rq0_0117,rq0_0161,2.625,1.125,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2680,java,hard,rq0_0118,rq0_0190,4.125,5.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2681,java,hard,rq0_0118,rq0_0191,2.875,2.875,False,False,False,True,False,False,False
gemma,google/gemma-3-12b-it,rq1_2682,java,hard,rq0_0118,rq0_0193,2.625,2.625,False,False,False,True,False,False,False
gemma,google/gemma-3-12b-it,rq1_2683,java,hard,rq0_0118,rq0_0262,0.25,6.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2684,java,hard,rq0_0118,rq0_0265,1.625,6.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2685,java,hard,rq0_0118,rq0_0289,3.25,1.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2686,java,hard,rq0_0119,rq0_0148,0.875,7.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2687,java,hard,rq0_0119,rq0_0167,2.125,3.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2688,java,hard,rq0_0119,rq0_0198,2.0,6.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2689,java,hard,rq0_0119,rq0_0308,2.625,4.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2690,java,hard,rq0_0120,rq0_0244,0.75,3.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2691,java,hard,rq0_0120,rq0_0246,0.875,8.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2692,java,hard,rq0_0120,rq0_0288,4.0,0.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2693,java,hard,rq0_0121,rq0_0134,3.0,7.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2694,java,hard,rq0_0121,rq0_0142,0.5,7.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2695,java,hard,rq0_0121,rq0_0198,0.25,10.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2696,java,hard,rq0_0122,rq0_0194,1.375,8.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2697,java,hard,rq0_0122,rq0_0224,2.5,6.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2698,java,hard,rq0_0122,rq0_0244,1.5,3.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2699,java,hard,rq0_0122,rq0_0246,1.125,8.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2700,java,hard,rq0_0122,rq0_0288,2.5,2.0,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2701,java,hard,rq0_0123,rq0_0130,0.375,6.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2702,java,hard,rq0_0123,rq0_0175,2.875,6.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2703,java,hard,rq0_0123,rq0_0267,0.375,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2704,java,hard,rq0_0124,rq0_0154,0.75,6.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2705,java,hard,rq0_0124,rq0_0259,0.75,5.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2706,java,hard,rq0_0125,rq0_0149,2.0,8.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2707,java,hard,rq0_0125,rq0_0202,0.125,6.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2708,java,hard,rq0_0126,rq0_0178,4.375,0.125,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2709,java,hard,rq0_0126,rq0_0224,1.75,0.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2710,java,hard,rq0_0126,rq0_0275,3.25,0.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2711,java,hard,rq0_0126,rq0_0296,1.375,4.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2712,java,hard,rq0_0127,rq0_0278,1.375,8.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2713,java,hard,rq0_0129,rq0_0191,0.75,6.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2714,java,hard,rq0_0129,rq0_0204,0.75,9.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2715,java,hard,rq0_0129,rq0_0257,1.375,8.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2716,java,hard,rq0_0129,rq0_0259,0.375,4.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2717,java,hard,rq0_0129,rq0_0264,0.625,6.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2718,java,hard,rq0_0129,rq0_0303,1.125,9.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2719,java,hard,rq0_0130,rq0_0148,3.625,7.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2720,java,hard,rq0_0130,rq0_0188,3.25,0.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2721,java,hard,rq0_0130,rq0_0195,8.5,0.0,False,False,True,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2722,java,hard,rq0_0130,rq0_0258,2.25,7.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2723,java,hard,rq0_0130,rq0_0263,3.25,8.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2724,java,hard,rq0_0130,rq0_0268,0.375,6.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2725,java,hard,rq0_0130,rq0_0269,2.875,8.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2726,java,hard,rq0_0130,rq0_0285,1.75,7.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2727,java,hard,rq0_0130,rq0_0303,3.0,7.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2728,java,hard,rq0_0130,rq0_0312,2.5,8.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2729,java,hard,rq0_0131,rq0_0146,2.75,6.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2730,java,hard,rq0_0131,rq0_0238,0.5,7.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2731,java,hard,rq0_0132,rq0_0134,0.75,8.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2732,java,hard,rq0_0132,rq0_0179,0.25,9.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2733,java,hard,rq0_0132,rq0_0238,0.25,9.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2734,java,hard,rq0_0132,rq0_0300,0.25,8.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2735,java,hard,rq0_0133,rq0_0142,0.75,3.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2736,java,hard,rq0_0133,rq0_0166,5.875,0.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2737,java,hard,rq0_0133,rq0_0212,0.5,8.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2738,java,hard,rq0_0133,rq0_0229,2.625,3.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2739,java,hard,rq0_0133,rq0_0253,0.25,10.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2740,java,hard,rq0_0133,rq0_0265,3.875,1.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2741,java,hard,rq0_0133,rq0_0297,0.75,8.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2742,java,hard,rq0_0134,rq0_0163,0.125,0.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2743,java,hard,rq0_0134,rq0_0176,2.0,6.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2744,java,hard,rq0_0134,rq0_0190,0.25,8.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2745,java,hard,rq0_0134,rq0_0207,0.125,7.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2746,java,hard,rq0_0134,rq0_0256,0.375,0.375,False,False,False,True,False,False,False
gemma,google/gemma-3-12b-it,rq1_2747,java,hard,rq0_0134,rq0_0301,0.125,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2748,java,hard,rq0_0135,rq0_0196,4.125,1.125,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2749,java,hard,rq0_0136,rq0_0137,0.875,7.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2750,java,hard,rq0_0136,rq0_0144,1.5,6.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2751,java,hard,rq0_0136,rq0_0205,1.875,3.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2752,java,hard,rq0_0136,rq0_0212,0.25,9.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2753,java,hard,rq0_0137,rq0_0168,0.75,7.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2754,java,hard,rq0_0137,rq0_0192,0.375,6.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2755,java,hard,rq0_0137,rq0_0255,2.375,5.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2756,java,hard,rq0_0137,rq0_0270,1.125,2.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2757,java,hard,rq0_0138,rq0_0218,0.25,8.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2758,java,hard,rq0_0139,rq0_0171,0.125,1.125,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2759,java,hard,rq0_0139,rq0_0200,2.375,7.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2760,java,hard,rq0_0139,rq0_0232,2.5,8.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2761,java,hard,rq0_0139,rq0_0277,0.25,7.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2762,java,hard,rq0_0139,rq0_0303,0.0,7.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2763,java,hard,rq0_0140,rq0_0159,0.25,5.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2764,java,hard,rq0_0140,rq0_0210,3.25,1.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2765,java,hard,rq0_0140,rq0_0236,2.875,7.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2766,java,hard,rq0_0140,rq0_0272,6.25,0.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2767,java,hard,rq0_0140,rq0_0307,5.75,3.0,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2768,java,hard,rq0_0142,rq0_0143,2.5,6.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2769,java,hard,rq0_0142,rq0_0163,3.125,3.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2770,java,hard,rq0_0142,rq0_0167,0.375,6.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2771,java,hard,rq0_0142,rq0_0190,0.5,6.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2772,java,hard,rq0_0142,rq0_0199,1.75,4.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2773,java,hard,rq0_0142,rq0_0205,1.625,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2774,java,hard,rq0_0142,rq0_0233,1.75,3.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2775,java,hard,rq0_0142,rq0_0243,1.75,3.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2776,java,hard,rq0_0142,rq0_0301,0.875,7.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2777,java,hard,rq0_0143,rq0_0155,1.125,8.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2778,java,hard,rq0_0143,rq0_0189,1.875,0.375,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2779,java,hard,rq0_0143,rq0_0271,1.125,1.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2780,java,hard,rq0_0143,rq0_0300,3.25,1.0,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2781,java,hard,rq0_0144,rq0_0169,5.125,2.125,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2782,java,hard,rq0_0144,rq0_0189,0.75,7.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2783,java,hard,rq0_0144,rq0_0209,3.125,3.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2784,java,hard,rq0_0144,rq0_0265,5.125,3.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2785,java,hard,rq0_0144,rq0_0300,0.25,7.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2786,java,hard,rq0_0145,rq0_0153,1.0,5.25,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2787,java,hard,rq0_0145,rq0_0217,2.875,7.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2788,java,hard,rq0_0145,rq0_0294,2.875,6.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2789,java,hard,rq0_0146,rq0_0161,6.125,2.875,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2790,java,hard,rq0_0146,rq0_0299,4.5,4.0,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2791,java,hard,rq0_0146,rq0_0306,4.25,0.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2792,java,hard,rq0_0147,rq0_0154,0.125,8.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2793,java,hard,rq0_0147,rq0_0221,5.25,2.5,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2794,java,hard,rq0_0147,rq0_0296,3.75,6.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2795,java,hard,rq0_0147,rq0_0304,0.75,9.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2796,java,hard,rq0_0148,rq0_0175,1.5,10.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2797,java,hard,rq0_0148,rq0_0179,4.375,3.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2798,java,hard,rq0_0148,rq0_0210,0.875,8.375,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2799,java,hard,rq0_0148,rq0_0213,2.625,0.625,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2800,java,hard,rq0_0148,rq0_0240,0.75,8.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2801,java,hard,rq0_0149,rq0_0151,0.75,7.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2802,java,hard,rq0_0149,rq0_0174,0.5,9.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2803,java,hard,rq0_0149,rq0_0225,1.5,7.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2804,java,hard,rq0_0150,rq0_0282,0.875,6.875,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2805,java,hard,rq0_0151,rq0_0263,2.375,1.375,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2806,java,hard,rq0_0151,rq0_0285,0.375,5.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2807,java,hard,rq0_0151,rq0_0308,0.875,10.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2808,java,hard,rq0_0152,rq0_0291,0.75,8.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2809,java,hard,rq0_0152,rq0_0312,0.75,9.0,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2810,java,hard,rq0_0153,rq0_0158,3.0,5.75,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2811,java,hard,rq0_0153,rq0_0196,0.375,7.625,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2812,java,hard,rq0_0153,rq0_0261,2.375,7.875,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2813,java,hard,rq0_0153,rq0_0295,1.5,4.0,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2814,java,hard,rq0_0153,rq0_0308,1.75,3.75,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2815,java,hard,rq0_0153,rq0_0312,0.25,8.25,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2816,java,hard,rq0_0154,rq0_0166,5.0,3.25,False,False,False,False,False,False,False
gemma,google/gemma-3-12b-it,rq1_2817,java,hard,rq0_0154,rq0_0244,0.25,3.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2818,java,hard,rq0_0154,rq0_0265,0.375,5.375,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2819,java,hard,rq0_0154,rq0_0279,1.125,8.125,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2820,java,hard,rq0_0154,rq0_0289,1.5,5.5,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2821,java,hard,rq0_0154,rq0_0297,0.625,7.625,True,True,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2822,java,hard,rq0_0155,rq0_0203,1.0,5.5,True,False,False,False,True,False,False
gemma,google/gemma-3-12b-it,rq1_2823,java,hard,rq0_0155,rq0_0205,2.75,5.0,True,False,False,False,True,False,False
